,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,request_type,symbol_id,period_id,time_start,limit
0,13668.52,13906.37,13600.26,13880.0,2018-01-01T00:59:46.0000000Z,2018-01-01T00:00:03.0000000Z,2018-01-01T01:00:00.0000000Z,2018-01-01T00:00:00.0000000Z,1363,275.555023849,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
1,13355.0,13704.42,13312.94,13635.06,2018-01-01T01:59:59.0000000Z,2018-01-01T01:00:15.0000000Z,2018-01-01T02:00:00.0000000Z,2018-01-01T01:00:00.0000000Z,1482,393.34452404,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
2,13429.08,13536.88,13302.02,13355.0,2018-01-01T02:59:56.0000000Z,2018-01-01T02:00:01.0000000Z,2018-01-01T03:00:00.0000000Z,2018-01-01T02:00:00.0000000Z,1178,194.32790231,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
3,13481.73,13640.0,13321.9,13407.98,2018-01-01T03:59:54.0000000Z,2018-01-01T03:00:00.0000000Z,2018-01-01T04:00:00.0000000Z,2018-01-01T03:00:00.0000000Z,1110,317.537375299,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
4,13697.0,13699.14,13372.41,13481.73,2018-01-01T04:59:39.0000000Z,2018-01-01T04:00:15.0000000Z,2018-01-01T05:00:00.0000000Z,2018-01-01T04:00:00.0000000Z,1139,457.691397478,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
5,13569.99,13697.0,13483.05,13681.04,2018-01-01T05:59:24.0000000Z,2018-01-01T05:00:08.0000000Z,2018-01-01T06:00:00.0000000Z,2018-01-01T05:00:00.0000000Z,1169,209.56018142,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
6,13875.82,13940.0,13483.0,13569.36,2018-01-01T06:59:59.0000000Z,2018-01-01T06:00:20.0000000Z,2018-01-01T07:00:00.0000000Z,2018-01-01T06:00:00.0000000Z,1592,386.595175249,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
7,13660.56,13941.75,13643.17,13863.32,2018-01-01T07:59:58.0000000Z,2018-01-01T07:00:03.0000000Z,2018-01-01T08:00:00.0000000Z,2018-01-01T07:00:00.0000000Z,1404,135.79952593,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
8,13499.9,13778.38,13429.03,13660.56,2018-01-01T08:59:53.0000000Z,2018-01-01T08:00:00.0000000Z,2018-01-01T09:00:00.0000000Z,2018-01-01T08:00:00.0000000Z,890,138.615175039,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
9,13612.0,13667.93,13459.66,13499.9,2018-01-01T09:59:44.0000000Z,2018-01-01T09:00:37.0000000Z,2018-01-01T10:00:00.0000000Z,2018-01-01T09:00:00.0000000Z,819,111.389161949,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
10,13548.46,13618.81,13500.0,13618.78,2018-01-01T10:59:54.0000000Z,2018-01-01T10:00:03.0000000Z,2018-01-01T11:00:00.0000000Z,2018-01-01T10:00:00.0000000Z,601,135.66958322,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
11,13303.35,13596.36,13112.01,13596.36,2018-01-01T11:59:49.0000000Z,2018-01-01T11:00:13.0000000Z,2018-01-01T12:00:00.0000000Z,2018-01-01T11:00:00.0000000Z,2415,527.368242659,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
12,13250.35,13409.2,13209.94,13303.28,2018-01-01T12:59:51.0000000Z,2018-01-01T12:00:01.0000000Z,2018-01-01T13:00:00.0000000Z,2018-01-01T12:00:00.0000000Z,1347,423.81949241,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
13,13065.06,13318.54,13000.0,13318.54,2018-01-01T13:59:57.0000000Z,2018-01-01T13:00:02.0000000Z,2018-01-01T14:00:00.0000000Z,2018-01-01T13:00:00.0000000Z,2154,660.1900261,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
14,13229.56,13229.56,12801.38,13118.54,2018-01-01T14:59:59.0000000Z,2018-01-01T14:00:01.0000000Z,2018-01-01T15:00:00.0000000Z,2018-01-01T14:00:00.0000000Z,3322,713.11213982,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
15,13276.78,13362.35,13129.53,13221.76,2018-01-01T15:59:53.0000000Z,2018-01-01T15:00:06.0000000Z,2018-01-01T16:00:00.0000000Z,2018-01-01T15:00:00.0000000Z,1838,405.515175139,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
16,13051.36,13283.76,13032.84,13276.0,2018-01-01T16:59:56.0000000Z,2018-01-01T16:00:00.0000000Z,2018-01-01T17:00:00.0000000Z,2018-01-01T16:00:00.0000000Z,1486,356.39094323,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
17,13085.99,13249.65,13052.35,13052.35,2018-01-01T17:59:56.0000000Z,2018-01-01T17:00:02.0000000Z,2018-01-01T18:00:00.0000000Z,2018-01-01T17:00:00.0000000Z,960,145.760697419,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
18,13189.36,13328.65,13040.46,13063.5,2018-01-01T18:59:58.0000000Z,2018-01-01T18:00:04.0000000Z,2018-01-01T19:00:00.0000000Z,2018-01-01T18:00:00.0000000Z,986,121.08038754,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
19,13271.26,13300.0,13099.34,13189.08,2018-01-01T19:59:59.0000000Z,2018-01-01T19:00:03.0000000Z,2018-01-01T20:00:00.0000000Z,2018-01-01T19:00:00.0000000Z,1409,226.540982,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
20,13444.0,13558.8,13256.76,13271.26,2018-01-01T20:59:59.0000000Z,2018-01-01T20:00:01.0000000Z,2018-01-01T21:00:00.0000000Z,2018-01-01T20:00:00.0000000Z,2431,456.873184839,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
21,13534.98,13734.44,13444.0,13444.0,2018-01-01T21:59:49.0000000Z,2018-01-01T21:00:00.0000000Z,2018-01-01T22:00:00.0000000Z,2018-01-01T21:00:00.0000000Z,1804,381.66481055,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
22,13478.5,13660.0,13466.79,13532.87,2018-01-01T22:59:57.0000000Z,2018-01-01T22:00:17.0000000Z,2018-01-01T23:00:00.0000000Z,2018-01-01T22:00:00.0000000Z,1110,219.845947207,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
23,13443.41,13520.11,13372.33,13496.39,2018-01-01T23:59:54.0000000Z,2018-01-01T23:00:02.0000000Z,2018-01-02T00:00:00.0000000Z,2018-01-01T23:00:00.0000000Z,1477,294.22796254,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
24,13798.22,13918.01,13394.2,13394.2,2018-01-02T00:59:59.0000000Z,2018-01-02T00:00:01.0000000Z,2018-01-02T01:00:00.0000000Z,2018-01-02T00:00:00.0000000Z,2525,608.56377942,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
25,13631.95,13860.0,13631.95,13794.58,2018-01-02T01:59:58.0000000Z,2018-01-02T01:00:00.0000000Z,2018-01-02T02:00:00.0000000Z,2018-01-02T01:00:00.0000000Z,1800,304.99327048,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
26,13550.29,13676.61,13462.82,13631.95,2018-01-02T02:59:59.0000000Z,2018-01-02T02:00:00.0000000Z,2018-01-02T03:00:00.0000000Z,2018-01-02T02:00:00.0000000Z,2034,619.532922129,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
27,13359.98,13572.03,13295.79,13572.03,2018-01-02T03:59:51.0000000Z,2018-01-02T03:00:00.0000000Z,2018-01-02T04:00:00.0000000Z,2018-01-02T03:00:00.0000000Z,1418,456.01589405,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
28,13155.92,13393.97,12910.58,13355.78,2018-01-02T04:59:57.0000000Z,2018-01-02T04:00:17.0000000Z,2018-01-02T05:00:00.0000000Z,2018-01-02T04:00:00.0000000Z,3374,1040.475146828,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
29,13154.19,13196.57,12999.26,13118.1,2018-01-02T05:59:36.0000000Z,2018-01-02T05:00:03.0000000Z,2018-01-02T06:00:00.0000000Z,2018-01-02T05:00:00.0000000Z,1735,707.767347879,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
30,13370.0,13378.42,13066.27,13154.18,2018-01-02T06:59:59.0000000Z,2018-01-02T06:00:02.0000000Z,2018-01-02T07:00:00.0000000Z,2018-01-02T06:00:00.0000000Z,2071,344.855555329,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
31,13424.01,13429.25,13226.33,13370.0,2018-01-02T07:59:54.0000000Z,2018-01-02T07:00:00.0000000Z,2018-01-02T08:00:00.0000000Z,2018-01-02T07:00:00.0000000Z,1608,303.437688078,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
32,13437.71,13588.53,13378.51,13424.01,2018-01-02T08:59:45.0000000Z,2018-01-02T08:00:01.0000000Z,2018-01-02T09:00:00.0000000Z,2018-01-02T08:00:00.0000000Z,2645,553.547777259,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
33,13571.39,13642.0,13417.21,13417.21,2018-01-02T09:59:55.0000000Z,2018-01-02T09:00:02.0000000Z,2018-01-02T10:00:00.0000000Z,2018-01-02T09:00:00.0000000Z,2814,710.360498739,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
34,13650.18,13700.2,13534.18,13571.39,2018-01-02T10:59:46.0000000Z,2018-01-02T10:00:01.0000000Z,2018-01-02T11:00:00.0000000Z,2018-01-02T10:00:00.0000000Z,1983,395.19574709,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
35,13578.8,13687.63,13503.65,13687.52,2018-01-02T11:59:59.0000000Z,2018-01-02T11:00:07.0000000Z,2018-01-02T12:00:00.0000000Z,2018-01-02T11:00:00.0000000Z,1475,227.008786938,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
36,13630.98,13683.69,13519.59,13578.8,2018-01-02T12:59:54.0000000Z,2018-01-02T12:00:00.0000000Z,2018-01-02T13:00:00.0000000Z,2018-01-02T12:00:00.0000000Z,1887,266.169425709,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
37,14010.53,14073.74,13560.72,13589.31,2018-01-02T13:59:59.0000000Z,2018-01-02T13:00:22.0000000Z,2018-01-02T14:00:00.0000000Z,2018-01-02T13:00:00.0000000Z,4056,1099.863082989,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
38,13847.03,14019.21,13811.0,13978.83,2018-01-02T14:59:59.0000000Z,2018-01-02T14:00:00.0000000Z,2018-01-02T15:00:00.0000000Z,2018-01-02T14:00:00.0000000Z,2198,488.896032116,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
39,13714.88,13907.38,13647.54,13834.05,2018-01-02T15:59:59.0000000Z,2018-01-02T15:00:02.0000000Z,2018-01-02T16:00:00.0000000Z,2018-01-02T15:00:00.0000000Z,2596,372.431080917,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
40,13689.09,13931.41,13650.0,13714.82,2018-01-02T16:59:55.0000000Z,2018-01-02T16:00:06.0000000Z,2018-01-02T17:00:00.0000000Z,2018-01-02T16:00:00.0000000Z,1714,341.88719956,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
41,13905.0,13920.0,13645.29,13693.65,2018-01-02T17:59:59.0000000Z,2018-01-02T17:00:01.0000000Z,2018-01-02T18:00:00.0000000Z,2018-01-02T17:00:00.0000000Z,2486,504.411076457,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
42,14596.11,14780.26,13872.87,13909.75,2018-01-02T18:59:58.0000000Z,2018-01-02T18:00:02.0000000Z,2018-01-02T19:00:00.0000000Z,2018-01-02T18:00:00.0000000Z,6784,2101.804096133,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
43,14815.0,15257.53,14570.45,14596.68,2018-01-02T19:59:52.0000000Z,2018-01-02T19:00:02.0000000Z,2018-01-02T20:00:00.0000000Z,2018-01-02T19:00:00.0000000Z,6502,1688.277342586,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
44,14839.76,15200.0,14815.0,14836.0,2018-01-02T20:59:54.0000000Z,2018-01-02T20:00:05.0000000Z,2018-01-02T21:00:00.0000000Z,2018-01-02T20:00:00.0000000Z,3630,838.963873606,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
45,14802.0,15000.0,14700.0,14839.76,2018-01-02T21:59:58.0000000Z,2018-01-02T21:00:02.0000000Z,2018-01-02T22:00:00.0000000Z,2018-01-02T21:00:00.0000000Z,3027,653.09599278,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
46,14787.0,15026.19,14727.51,14802.0,2018-01-02T22:59:58.0000000Z,2018-01-02T22:00:07.0000000Z,2018-01-02T23:00:00.0000000Z,2018-01-02T22:00:00.0000000Z,2626,412.667147299,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
47,14678.94,14914.05,14582.64,14783.55,2018-01-02T23:59:59.0000000Z,2018-01-02T23:00:08.0000000Z,2018-01-03T00:00:00.0000000Z,2018-01-02T23:00:00.0000000Z,3062,1271.700569799,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
48,14848.91,15015.24,14574.03,14670.96,2018-01-03T00:59:59.0000000Z,2018-01-03T00:00:00.0000000Z,2018-01-03T01:00:00.0000000Z,2018-01-03T00:00:00.0000000Z,2382,714.12022128,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
49,14750.01,14884.62,14700.68,14800.21,2018-01-03T01:59:58.0000000Z,2018-01-03T01:00:02.0000000Z,2018-01-03T02:00:00.0000000Z,2018-01-03T01:00:00.0000000Z,1469,259.376523689,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
50,14956.6,15045.09,14700.0,14756.19,2018-01-03T02:59:59.0000000Z,2018-01-03T02:00:00.0000000Z,2018-01-03T03:00:00.0000000Z,2018-01-03T02:00:00.0000000Z,3270,582.516170519,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
51,14861.15,15227.0,14839.76,14960.74,2018-01-03T03:59:56.0000000Z,2018-01-03T03:00:00.0000000Z,2018-01-03T04:00:00.0000000Z,2018-01-03T03:00:00.0000000Z,2604,514.382041278,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
52,15072.85,15150.0,14851.03,14860.13,2018-01-03T04:59:58.0000000Z,2018-01-03T04:00:08.0000000Z,2018-01-03T05:00:00.0000000Z,2018-01-03T04:00:00.0000000Z,1544,190.227435017,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
53,15025.18,15145.0,14979.01,15072.85,2018-01-03T05:59:59.0000000Z,2018-01-03T05:00:00.0000000Z,2018-01-03T06:00:00.0000000Z,2018-01-03T05:00:00.0000000Z,1541,265.780967537,ohlcv,BITSTAMP_SPOT_BTC_USD,1HRS,2018-01-01T00:00:00,100000
