,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,request_type,symbol_id,period_id,time_start,limit
0,735.78,743.5,731.61,743.5,2018-01-01T00:59:04.0000000Z,2018-01-01T00:00:01.0000000Z,2018-01-01T01:00:00.0000000Z,2018-01-01T00:00:00.0000000Z,303,685.09192533,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
1,728.21,736.52,726.01,733.13,2018-01-01T01:59:19.0000000Z,2018-01-01T01:01:46.0000000Z,2018-01-01T02:00:00.0000000Z,2018-01-01T01:00:00.0000000Z,233,466.912305889,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
2,727.2,730.69,723.86,727.47,2018-01-01T02:59:53.0000000Z,2018-01-01T02:00:01.0000000Z,2018-01-01T03:00:00.0000000Z,2018-01-01T02:00:00.0000000Z,109,133.75313857,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
3,736.45,736.94,723.47,727.07,2018-01-01T03:58:16.0000000Z,2018-01-01T03:00:09.0000000Z,2018-01-01T04:00:00.0000000Z,2018-01-01T03:00:00.0000000Z,325,500.30471672,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
4,747.32,748.0,733.65,736.24,2018-01-01T04:59:36.0000000Z,2018-01-01T04:01:06.0000000Z,2018-01-01T05:00:00.0000000Z,2018-01-01T04:00:00.0000000Z,411,764.498768019,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
5,746.5,750.86,743.0,747.4,2018-01-01T05:56:49.0000000Z,2018-01-01T05:00:04.0000000Z,2018-01-01T06:00:00.0000000Z,2018-01-01T05:00:00.0000000Z,470,1127.709654538,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
6,762.0,762.97,742.59,746.5,2018-01-01T06:59:56.0000000Z,2018-01-01T06:00:21.0000000Z,2018-01-01T07:00:00.0000000Z,2018-01-01T06:00:00.0000000Z,564,1554.93982678,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
7,756.01,768.87,754.0,762.5,2018-01-01T07:59:42.0000000Z,2018-01-01T07:00:03.0000000Z,2018-01-01T08:00:00.0000000Z,2018-01-01T07:00:00.0000000Z,485,2256.93898773,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
8,743.0,761.42,739.08,756.01,2018-01-01T08:58:36.0000000Z,2018-01-01T08:00:17.0000000Z,2018-01-01T09:00:00.0000000Z,2018-01-01T08:00:00.0000000Z,295,638.21752856,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
9,748.53,752.5,742.09,742.09,2018-01-01T09:59:50.0000000Z,2018-01-01T09:00:07.0000000Z,2018-01-01T10:00:00.0000000Z,2018-01-01T09:00:00.0000000Z,159,364.34833629,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
10,756.97,757.5,748.51,749.99,2018-01-01T10:59:58.0000000Z,2018-01-01T10:00:10.0000000Z,2018-01-01T11:00:00.0000000Z,2018-01-01T10:00:00.0000000Z,161,290.03852858,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
11,745.85,757.64,736.28,756.97,2018-01-01T11:59:42.0000000Z,2018-01-01T11:00:02.0000000Z,2018-01-01T12:00:00.0000000Z,2018-01-01T11:00:00.0000000Z,399,1170.94838,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
12,750.38,754.96,743.0,746.64,2018-01-01T12:59:41.0000000Z,2018-01-01T12:00:03.0000000Z,2018-01-01T13:00:00.0000000Z,2018-01-01T12:00:00.0000000Z,373,2491.437184379,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
13,739.94,751.0,736.45,750.99,2018-01-01T13:59:54.0000000Z,2018-01-01T13:00:02.0000000Z,2018-01-01T14:00:00.0000000Z,2018-01-01T13:00:00.0000000Z,328,572.78613932,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
14,742.4,744.97,722.02,739.99,2018-01-01T14:59:27.0000000Z,2018-01-01T14:00:03.0000000Z,2018-01-01T15:00:00.0000000Z,2018-01-01T14:00:00.0000000Z,1196,4067.399536569,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
15,747.43,749.99,738.27,743.67,2018-01-01T15:59:46.0000000Z,2018-01-01T15:00:15.0000000Z,2018-01-01T16:00:00.0000000Z,2018-01-01T15:00:00.0000000Z,492,1869.04099158,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
16,742.77,750.0,735.02,747.38,2018-01-01T16:59:56.0000000Z,2018-01-01T16:00:03.0000000Z,2018-01-01T17:00:00.0000000Z,2018-01-01T16:00:00.0000000Z,286,752.22809443,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
17,742.91,749.79,739.57,740.1,2018-01-01T17:59:57.0000000Z,2018-01-01T17:00:08.0000000Z,2018-01-01T18:00:00.0000000Z,2018-01-01T17:00:00.0000000Z,185,401.33044215,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
18,743.72,745.98,737.5,742.1,2018-01-01T18:59:29.0000000Z,2018-01-01T18:00:18.0000000Z,2018-01-01T19:00:00.0000000Z,2018-01-01T18:00:00.0000000Z,249,923.263959558,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
19,744.5,748.64,739.17,741.21,2018-01-01T19:59:59.0000000Z,2018-01-01T19:00:03.0000000Z,2018-01-01T20:00:00.0000000Z,2018-01-01T19:00:00.0000000Z,495,1084.43862097,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
20,756.0,757.62,744.49,744.49,2018-01-01T20:59:53.0000000Z,2018-01-01T20:00:00.0000000Z,2018-01-01T21:00:00.0000000Z,2018-01-01T20:00:00.0000000Z,522,1962.85350929,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
21,760.48,766.86,755.01,756.0,2018-01-01T21:59:35.0000000Z,2018-01-01T21:00:00.0000000Z,2018-01-01T22:00:00.0000000Z,2018-01-01T21:00:00.0000000Z,773,3978.266357129,ohlcv,BITSTAMP_SPOT_ETH_USD,1HRS,2018-01-01T00:00:00,100000
