,asset_id,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,name,type_is_crypto
850,MOBI,2018-04-01,2018-04-01T01:20:41.1286554Z,2018-02-13T10:24:36.2106624Z,2018-04-01T01:22:03.5075736Z,2018-02-13T10:24:36.2106624Z,2018-02-13,3,51593.0,2018-04-01T01:15:08.0000000Z,2018-02-13T10:24:08.0000000Z,Mobius,1
851,XRY,2018-04-01,2018-04-01T00:49:08.5363718Z,2017-08-01T09:25:23.1229282Z,2018-04-01T00:49:08.5363718Z,2017-08-01T09:25:23.1229282Z,2017-08-01,3,51591.0,2018-03-31T22:21:53.0000000Z,2017-08-06T02:31:29.0000000Z,Royalties,1
852,BON,2018-04-01,2018-04-01T04:36:16.0607507Z,2017-03-19T02:18:14.4944508Z,2018-04-01T04:35:06.4760000Z,2017-03-19T02:18:14.4944508Z,2017-02-06,14,51517.0,2018-04-01T00:48:07.0000000Z,2017-02-06T22:17:50.0000000Z,Bonpay,1
853,UNIFY,2018-04-01,2018-04-01T03:36:22.3271321Z,2017-07-22T18:21:01.6602932Z,2018-04-01T03:36:22.3271321Z,2017-07-22T18:21:01.6602932Z,2017-07-22,10,51383.0,2018-04-01T02:45:55.0000000Z,2017-07-28T03:44:09.0000000Z,Unify,1
854,KOBO,2018-04-01,2018-04-01T03:28:54.3417210Z,2017-03-18T23:01:55.7029742Z,2018-04-01T03:28:54.3417210Z,2017-03-18T23:01:55.7029742Z,2017-01-02,11,51193.0,2018-04-01T00:08:20.0000000Z,2017-01-02T23:44:05.0000000Z,Kobocoin,1
855,AU,2018-04-01,2018-04-01T00:35:45.2551500Z,2017-03-18T23:21:56.3296308Z,2018-04-01T00:23:51.4512377Z,2017-03-18T23:21:56.3296308Z,2016-07-16,5,51024.0,2018-03-31T21:28:43.0000000Z,2016-07-16T05:32:32.0000000Z,AurumCoin,1
856,XGR,2018-04-01,2018-04-01T00:16:41.9309584Z,2017-03-14T20:05:26.1410292Z,2018-03-29T08:01:25.1523951Z,2017-03-14T20:05:26.1410292Z,2015-01-26,4,51018.0,2018-03-28T10:13:16.0000000Z,2015-01-26T02:23:57.0000000Z,GoldReserve,1
857,DON,2018-04-01,2018-04-01T00:42:25.7424130Z,2017-03-18T23:06:23.4046334Z,2018-03-31T23:30:04.7977078Z,2017-03-18T23:06:23.4046334Z,2017-01-19,4,50583.0,2018-03-31T22:46:49.0000000Z,2017-01-19T14:42:04.0000000Z,Donationcoin,1
858,SIGT,2018-04-01,2018-04-01T04:04:35.1356516Z,2017-08-01T20:35:23.2064522Z,2018-04-01T04:04:35.1356516Z,2017-08-01T20:35:23.2064522Z,2017-08-01,9,50359.0,2018-03-31T23:17:01.0000000Z,2017-08-01T10:22:33.0000000Z,Signatum,1
859,ECN,2018-04-01,2018-04-01T03:05:26.7426307Z,2017-04-01T12:37:04.5211260Z,2018-04-01T03:05:26.7426307Z,2017-04-01T12:37:04.5211260Z,2017-04-01,17,50094.0,2018-03-31T19:57:18.0000000Z,2017-04-03T05:14:58.0000000Z,E-coin,1
860,RNT,2018-04-01,2018-04-01T02:09:55.6676770Z,2018-01-23T02:47:45.1363420Z,2018-04-01T02:13:38.9086600Z,2018-01-23T02:45:12.6102110Z,2018-01-22,3,49853.0,2018-04-01T01:56:46.0000000Z,2018-01-22T18:54:14.0000000Z,OneRoot Network,1
861,HKG,2018-03-09,2018-03-09T23:36:43.3474545Z,2017-01-09T03:44:28.6550693Z,2018-03-09T22:32:26.5015098Z,2017-01-09T03:44:28.6550693Z,2017-01-09,2,49782.0,2017-09-07T12:09:16.0000000Z,2017-03-21T02:50:17.0000000Z,HackerGold,1
862,VZT,2018-04-01,2018-04-01T02:21:38.4980000Z,2018-01-24T00:31:12.5191781Z,2018-04-01T00:43:53.8000000Z,2018-01-24T00:31:12.5191781Z,2018-01-24,3,49613.0,2018-04-01T00:43:20.0000000Z,2018-01-24T22:33:25.0000000Z,Vezt,1
863,TER,2018-04-01,2018-04-01T01:49:42.1329071Z,2017-06-20T23:53:00.7864720Z,2018-04-01T00:09:02.2745427Z,2017-06-20T23:53:00.7864720Z,2017-06-20,9,49253.0,2018-03-31T23:22:32.0000000Z,2017-06-27T03:19:15.0000000Z,TerraNova,1
864,LTBC,2018-03-09,2018-03-09T23:36:52.2077617Z,2016-05-29T15:05:07.0327672Z,2018-03-09T23:34:53.1760000Z,2016-06-12T11:53:38.1523879Z,2016-05-29,1,49133.0,2018-03-09T22:43:14.5180000Z,2016-05-29T15:53:52.0000000Z,LTBCoin,1
865,EQT,2018-04-01,2018-04-01T03:17:21.0766623Z,2017-04-02T21:01:21.8093627Z,2018-04-01T03:17:21.0766623Z,2017-04-02T21:01:21.8093627Z,2017-04-01,18,48879.0,2018-04-01T02:53:13.0000000Z,2017-04-01T13:13:25.0000000Z,EquiTrader,1
866,ARGUS,2018-04-01,2018-04-01T02:23:58.4794650Z,2017-03-18T23:15:36.8982255Z,2018-04-01T02:23:58.4794650Z,2017-03-18T23:15:36.8982255Z,2017-03-02,11,48862.0,2018-04-01T00:05:57.0000000Z,2017-03-02T23:46:55.0000000Z,Argus,1
867,EDR,2018-04-01,2018-04-01T01:56:33.0014833Z,2017-03-19T00:02:35.5150241Z,2018-04-01T01:44:33.3859027Z,2017-03-19T00:02:35.5150241Z,2017-03-12,4,48718.0,2018-04-01T01:33:24.0000000Z,2017-03-12T09:17:35.0000000Z,E-Dinar Coin,1
868,COAL,2018-04-01,2018-04-01T00:37:26.5601079Z,2017-03-14T20:22:09.1787953Z,2018-04-01T00:16:13.8184762Z,2017-03-14T20:22:09.1787953Z,2016-10-07,4,48391.0,2018-03-31T21:03:48.0000000Z,2016-10-07T03:34:54.0000000Z,BitCoal,1
869,CHESS,2018-04-01,2018-04-01T01:29:14.8651477Z,2017-03-18T22:55:45.2180506Z,2018-04-01T01:29:14.8651477Z,2017-03-18T22:55:45.2180506Z,2016-12-27,11,48259.0,2018-04-01T00:04:48.0000000Z,2016-12-27T13:15:07.0000000Z,ChessCoin,1
870,TIPS,2018-04-01,2018-04-01T04:36:17.3425617Z,2017-01-09T00:03:21.0600027Z,2018-04-01T04:36:17.3425617Z,2017-01-09T00:03:21.0600027Z,2017-01-09,5,48195.0,2018-04-01T04:25:00.0000000Z,2017-01-09T06:02:24.0000000Z,FedoraCoin,1
871,MST,2018-04-01,2018-04-01T03:44:17.2047287Z,2017-03-14T20:22:26.1841794Z,2018-04-01T03:44:17.2047287Z,2017-03-14T20:22:26.1841794Z,2016-11-20,11,48087.0,2018-03-29T19:18:59.0000000Z,2016-11-20T01:05:16.0000000Z,MustangCoin,1
872,B2B,2018-04-01,2018-04-01T02:47:40.1957580Z,2017-12-12T21:49:52.4047498Z,2018-04-01T02:47:40.1957580Z,2017-12-12T21:49:52.4047498Z,2017-11-20,16,48030.0,2018-04-01T00:32:12.0000000Z,2017-11-20T17:53:57.0000000Z,B2B,1
873,RLT,2018-04-01,2018-04-01T01:56:29.4691054Z,2017-12-28T21:47:13.9086625Z,2018-04-01T01:46:59.5391062Z,2017-12-28T21:47:13.9086625Z,2017-12-28,4,47546.0,2018-04-01T01:48:01.0000000Z,2017-12-28T21:02:22.0000000Z,RouletteToken,1
874,POLY,2018-04-01,2018-04-01T02:45:40.1836543Z,2017-03-19T01:25:18.2348427Z,2018-04-01T02:16:14.2458831Z,2017-03-19T01:25:18.2348427Z,2015-07-11,12,47255.0,2018-04-01T01:35:56.0000000Z,2015-07-11T13:53:24.0000000Z,Polymath,1
875,PCOIN,2018-04-01,2018-04-01T00:49:13.4738437Z,2017-12-09T23:18:01.6478446Z,2018-04-01T00:45:23.9371784Z,2017-12-09T23:18:01.6478446Z,2017-12-09,3,47093.0,2018-04-01T00:13:14.0000000Z,2017-12-11T00:56:07.0000000Z,Pioneer Coin,1
876,MAG,2018-04-01,2018-04-01T02:09:06.8468281Z,2018-01-23T03:01:02.1645451Z,2018-04-01T02:11:02.3637876Z,2018-01-23T02:45:12.6102110Z,2018-01-22,5,46793.0,2018-04-01T02:11:40.0000000Z,2018-01-22T16:12:01.0000000Z,Magnet,1
877,CXT,2018-04-01,2018-04-01T03:06:50.6127955Z,2017-04-20T13:17:11.0251753Z,2018-04-01T03:06:50.6127955Z,2017-04-20T13:17:11.0251753Z,2017-04-19,11,46612.0,2018-03-31T23:01:36.0000000Z,2017-04-19T05:59:59.0000000Z,Coinonat,1
878,KED,2018-04-01,2018-04-01T00:31:58.7109091Z,2017-03-18T22:54:38.3422503Z,2018-04-01T00:27:28.1946166Z,2017-03-18T22:54:38.3422503Z,2016-04-22,4,46176.0,2018-03-31T13:22:12.0000000Z,2016-04-22T20:04:17.0000000Z,Darsek,1
879,QVT,2018-04-01,2018-04-01T02:12:29.6436844Z,2017-10-31T01:14:29.9229642Z,2018-04-01T02:13:13.1854923Z,2017-10-31T01:09:50.3780298Z,2017-10-29,4,46105.0,2018-03-31T23:00:03.0000000Z,2017-10-29T18:50:30.6590000Z,Qvolta,1
880,CARBON,2018-04-01,2018-04-01T02:44:29.3617685Z,2017-03-18T23:14:26.2430448Z,2018-04-01T02:34:12.8216469Z,2017-03-18T23:14:26.2430448Z,2017-02-14,6,45836.0,2018-04-01T00:35:57.0000000Z,2017-02-14T19:45:14.0000000Z,Carboncoin,1
881,BCDN,2018-04-01,2018-04-01T01:17:33.5989314Z,2017-12-28T21:49:15.2118529Z,2018-04-01T01:17:35.9551468Z,2017-12-28T21:49:15.2118529Z,2017-12-28,2,45549.0,2018-04-01T01:06:12.0000000Z,2017-12-28T19:34:44.0000000Z,BlockCDN,1
882,CREA,2018-04-01,2018-04-01T00:28:11.9826578Z,2017-06-15T18:06:00.4133119Z,2018-04-01T00:47:07.4825449Z,2017-06-15T18:06:00.4133119Z,2017-06-15,6,45463.0,2018-03-31T23:08:28.0000000Z,2017-06-16T07:04:40.0000000Z,Creativecoin,1
883,VUC,2018-04-01,2018-04-01T03:54:47.6987127Z,2017-07-13T10:42:48.6707644Z,2018-03-31T22:28:41.9537988Z,2017-07-13T10:42:48.6707644Z,2017-07-13,14,45327.0,2018-03-31T21:55:48.0000000Z,2017-07-13T13:03:49.0000000Z,Virta Unique Coin,1
884,FONZ,2018-04-01,2018-04-01T02:42:27.6959838Z,2017-03-14T20:06:45.1459612Z,2018-04-01T02:30:37.9503613Z,2017-03-14T20:06:45.1459612Z,2015-03-28,10,44883.0,2018-03-31T20:05:44.0000000Z,2015-03-28T00:07:18.0000000Z,Fonziecoin,1
885,KRONE,2018-04-01,2018-04-01T00:48:05.8645329Z,2017-08-17T00:16:12.5771851Z,2018-04-01T00:48:05.8645329Z,2017-08-17T00:16:12.5771851Z,2017-08-17,7,44698.0,2018-04-01T00:14:26.0000000Z,2017-08-18T04:28:20.0000000Z,Kronecoin,1
886,MNE,2018-04-01,2018-04-01T01:59:44.3665113Z,2017-06-30T15:48:15.4638800Z,2018-04-01T01:59:44.3665113Z,2017-06-30T15:48:15.4638800Z,2017-06-30,6,44644.0,2018-04-01T01:43:25.0000000Z,2017-06-30T15:16:14.0910000Z,Minereum,1
887,TSE,2018-04-01,2018-04-01T04:15:47.3408275Z,2017-03-18T23:03:48.6473773Z,2018-04-01T04:15:47.3408275Z,2017-03-18T23:03:48.6473773Z,2017-02-06,16,44634.0,2018-03-31T23:05:22.0000000Z,2017-02-06T17:05:32.0000000Z,Tattoocoin (Standard Edition),1
888,ADZ,2018-04-01,2018-04-01T02:12:22.5447270Z,2017-03-18T23:47:42.0931953Z,2018-04-01T02:12:22.5447270Z,2017-03-18T23:47:42.0931953Z,2017-03-18,9,44583.0,2018-04-01T01:29:42.0000000Z,2017-03-18T10:32:28.0000000Z,Adzcoin,1
889,GOD,2018-04-01,2018-04-01T03:13:06.4858401Z,2017-12-28T21:50:54.6149140Z,2018-04-01T03:13:06.4858401Z,2017-12-28T21:50:54.6149140Z,2017-12-27,8,44510.0,2018-04-01T00:23:27.0000000Z,2017-12-27T10:34:27.0000000Z,Bitcoin God,1
890,TKY,2018-04-01,2018-04-01T01:34:46.8690000Z,2018-02-27T23:40:22.2140000Z,2018-04-01T01:53:09.5425416Z,2018-02-27T23:40:22.2140000Z,2018-02-27,5,44454.0,2018-04-01T01:37:22.0000000Z,2018-02-27T23:42:28.0000000Z,THEKEY,1
891,ATB,2018-04-01,2018-04-01T01:27:47.1807291Z,2017-09-23T01:11:33.7663818Z,2018-04-01T01:27:47.1807291Z,2017-09-23T01:11:33.7663818Z,2017-09-23,9,43883.0,2018-04-01T00:20:56.0000000Z,2017-09-24T21:48:04.0000000Z,ATBCoin,1
892,ESP,2018-04-01,2018-04-01T03:16:33.8318816Z,2017-03-18T23:22:42.6181860Z,2018-04-01T03:16:33.8318816Z,2017-03-18T23:22:42.6181860Z,2017-01-20,9,43758.0,2018-04-01T01:30:37.0000000Z,2017-01-20T20:55:01.0000000Z,Spanish Peseta,0
893,SPACE,2018-04-01,2018-04-01T04:06:51.1842618Z,2017-03-18T23:11:01.6785427Z,2018-04-01T04:06:51.1842618Z,2017-03-18T23:11:01.6785427Z,2016-09-16,10,43726.0,2018-04-01T00:31:12.0000000Z,2016-09-16T10:04:03.0000000Z,SpaceCoin,1
894,FRC,2018-04-01,2018-04-01T00:42:44.6941471Z,2017-01-09T00:01:09.3214508Z,2018-03-26T00:18:57.7285741Z,2017-01-09T00:01:09.3214508Z,2017-01-09,6,43603.0,2018-03-09T22:00:27.0000000Z,2017-03-02T08:05:31.0000000Z,Freicoin,1
895,LEV,2018-04-01,2018-04-01T02:10:08.2334595Z,2018-01-23T02:52:17.3202335Z,2018-04-01T02:11:02.3637876Z,2018-01-23T02:45:12.6102110Z,2018-01-22,3,43521.0,2018-04-01T01:26:24.0000000Z,2018-01-22T08:41:14.0000000Z,Leverj,1
896,BDL,2018-04-01,2018-04-01T00:50:55.4804320Z,2017-08-26T01:38:00.7900529Z,2018-04-01T00:50:55.4804320Z,2017-08-26T01:38:00.7900529Z,2017-08-26,8,43035.0,2018-03-31T23:58:54.0000000Z,2017-08-26T05:31:05.0000000Z,Bitdeal,1
897,UNITY,2018-03-09,2018-03-09T23:36:52.0358691Z,2016-05-29T15:05:07.0483915Z,2018-03-09T23:36:50.6763509Z,2016-06-12T11:53:38.1680117Z,2016-05-29,4,42421.0,2018-03-09T23:12:57.5280000Z,2016-05-29T16:53:33.0000000Z,SuperNET,1
898,ZAP,2018-04-01,2018-04-01T01:38:10.2595005Z,2017-05-26T18:02:36.8804460Z,2018-04-01T01:38:10.2595005Z,2017-05-26T18:02:36.8804460Z,2017-05-26,10,42299.0,2018-04-01T00:23:42.0000000Z,2017-05-29T02:42:40.0000000Z,Zap,1
899,IEC,2018-04-01,2018-04-01T03:30:24.1840266Z,2017-03-18T22:55:07.6017900Z,2018-04-01T03:31:33.5905231Z,2017-03-18T22:55:07.6017900Z,2015-07-26,10,42142.0,2018-03-31T21:47:35.0000000Z,2015-07-26T14:47:03.0000000Z,IvugeoCoin,1
900,KUSH,2018-04-01,2018-04-01T03:11:35.6530995Z,2017-03-14T20:26:44.8348875Z,2018-04-01T03:11:33.2883808Z,2017-03-14T20:26:44.8348875Z,2017-02-24,10,41870.0,2018-03-31T20:19:39.0000000Z,2017-02-24T22:03:49.0000000Z,KushCoin,1
901,MSD,2018-04-01,2018-04-01T02:31:32.2726807Z,2017-12-28T21:49:49.2261545Z,2018-04-01T02:26:04.1470009Z,2017-12-28T21:49:49.2261545Z,2017-10-05,3,41671.0,2018-04-01T02:28:07.0000000Z,2017-10-05T16:07:49.0000000Z,MSD,1
902,OX,2018-04-01,2018-04-01T00:44:13.4602363Z,2017-08-18T21:06:18.9780925Z,2018-04-01T00:50:18.5047357Z,2017-08-18T21:06:18.9780925Z,2017-08-18,7,41671.0,2018-03-31T19:10:47.0000000Z,2017-08-26T20:31:26.0000000Z,OX Fina,1
903,ATS,2018-04-01,2018-04-01T01:23:04.7837966Z,2017-10-19T20:49:47.0769114Z,2018-04-01T01:23:04.7837966Z,2017-10-19T16:49:52.0523577Z,2017-10-19,2,41631.0,2018-04-01T01:21:04.4100000Z,2017-10-19T16:28:13.7340000Z,Authorship,0
904,AIX,2018-04-01,2018-04-01T01:43:59.7920000Z,2018-01-24T00:32:44.2229775Z,2018-04-01T01:43:59.7920000Z,2018-01-24T00:32:44.2229775Z,2018-01-24,2,41320.0,2018-04-01T00:05:34.0000000Z,2018-01-24T23:09:02.0000000Z,Aigang,1
905,XCXT,2018-04-01,2018-04-01T00:47:39.8693568Z,2017-08-16T13:56:12.2951921Z,2018-03-31T23:30:30.9070000Z,2017-08-16T13:56:12.2951921Z,2017-08-16,8,41085.0,2018-03-31T22:35:08.0000000Z,2017-08-20T11:46:27.0000000Z,CoinonatX,1
906,ANTI,2018-04-01,2018-04-01T02:43:32.6155795Z,2017-03-18T23:01:41.4830314Z,2018-04-01T01:10:02.1009810Z,2017-03-18T23:01:41.4830314Z,2016-02-20,10,41032.0,2018-03-30T23:52:30.0000000Z,2016-02-20T23:06:34.0000000Z,AntiBitcoin,1
907,IPBC,2018-04-01,2018-04-01T01:59:18.9575651Z,2018-02-25T14:58:39.9220879Z,2018-04-01T01:57:18.7046705Z,2018-02-25T14:58:39.9220879Z,2018-02-25,4,40809.0,2018-04-01T01:01:22.0000000Z,2018-02-25T14:42:59.0000000Z,Interplanetar...,1
908,KARMA,2018-04-01,2018-04-01T03:06:44.5877340Z,2017-03-18T23:25:05.5537067Z,2018-04-01T03:06:44.5877340Z,2017-03-18T23:25:05.5537067Z,2016-09-06,6,40767.0,2018-04-01T00:56:13.0000000Z,2016-09-06T19:21:16.0000000Z,Karmacoin,1
909,REF,2018-04-01,2018-04-01T02:10:08.5343380Z,2018-01-23T02:50:47.0979807Z,2018-04-01T02:14:01.9847693Z,2018-01-23T02:45:12.6102110Z,2018-01-22,3,40748.0,2018-04-01T01:23:31.0000000Z,2018-01-22T15:12:25.0000000Z,RefToken,1
910,AID,2018-03-31,2018-03-31T23:15:11.3858107Z,2018-02-02T00:15:00.5660767Z,2018-03-31T23:15:37.5278209Z,2018-02-02T00:14:46.7848185Z,2018-02-02,2,40688.0,2018-03-31T22:56:00.0000000Z,2018-02-02T00:18:29.0000000Z,AidCoin,1
911,ZENI,2018-04-01,2018-04-01T04:23:15.5437289Z,2017-04-01T11:24:46.4775437Z,2018-04-01T04:23:15.5437289Z,2017-04-01T11:24:46.4775437Z,2017-04-01,11,40381.0,2018-04-01T02:46:00.0000000Z,2017-04-01T06:50:12.0000000Z,Zennies,1
912,XLR,2018-04-01,2018-04-01T01:48:07.7270000Z,2017-03-22T15:27:18.4561204Z,2018-04-01T01:48:07.7270000Z,2017-03-22T15:27:18.4561204Z,2017-03-21,7,39972.0,2018-04-01T01:43:16.0000000Z,2017-03-21T02:37:13.0000000Z,Solaris,1
913,EVN,2018-04-01,2018-04-01T01:17:13.4417604Z,2018-02-16T10:22:09.8028650Z,2018-04-01T01:28:57.4329487Z,2018-02-16T00:51:15.8152346Z,2018-02-16,1,39897.0,2018-04-01T00:39:32.1030000Z,2018-02-16T00:37:24.9140000Z,Envion,1
914,TCOIN,2018-04-01,2018-04-01T00:16:53.9070000Z,2017-03-18T22:53:58.3175582Z,2018-03-31T00:45:54.5400000Z,2017-03-14T20:15:24.9066017Z,2016-10-27,5,39652.0,2018-02-15T02:46:08.0000000Z,2016-10-27T06:56:07.0000000Z,T-coin,1
915,ATMS,2018-04-01,2018-04-01T00:37:45.0315599Z,2017-04-20T02:43:46.2135505Z,2018-04-01T00:28:38.6938340Z,2017-04-20T02:43:46.2135505Z,2017-04-20,4,39462.0,2018-03-31T19:40:13.0000000Z,2017-04-20T00:11:33.0000000Z,Atmos,1
916,GAY,2018-04-01,2018-04-01T00:33:29.4101070Z,2017-03-18T22:59:57.6090207Z,2018-04-01T00:27:36.2421112Z,2017-03-18T22:59:57.6090207Z,2016-08-06,4,39312.0,2018-03-31T23:50:09.0000000Z,2016-08-06T00:07:20.0000000Z,GAY Money,1
917,IETH,2018-04-01,2018-04-01T03:26:33.0507771Z,2017-10-31T00:01:42.2904380Z,2018-04-01T03:26:33.0507771Z,2017-10-31T00:01:42.2904380Z,2017-10-30,6,39289.0,2018-04-01T02:40:04.0000000Z,2017-10-30T21:26:40.0000000Z,iEthereum,1
918,AIT,2018-03-31,2018-03-31T23:08:28.6300000Z,2018-02-27T23:40:54.7890000Z,2018-03-31T23:06:26.8940000Z,2018-02-27T23:40:54.7890000Z,2018-02-27,1,39288.0,2018-03-30T09:42:02.6500000Z,2018-02-28T00:38:31.5870000Z,AICHAIN,1
919,UET,2018-04-01,2018-04-01T01:32:16.9985313Z,2017-07-18T10:48:38.0224876Z,2018-04-01T00:28:45.6053044Z,2017-07-18T10:48:38.0224876Z,2017-07-18,1,39096.0,2018-03-31T21:36:50.8750000Z,2017-07-18T02:09:19.1770000Z,Useless Ethereum Token,1
920,IC,2018-04-01,2018-04-01T00:51:43.3803410Z,2018-02-16T15:06:22.0301924Z,2018-04-01T00:49:45.7720645Z,2018-02-15T14:03:48.2018492Z,2018-02-15,3,39002.0,2018-04-01T00:34:19.0000000Z,2018-02-15T04:45:09.0000000Z,Ignition,1
921,CUBE,2018-04-01,2018-04-01T02:32:46.9958228Z,2017-03-14T20:04:53.0148336Z,2018-04-01T02:32:46.9958228Z,2017-03-14T20:04:53.0148336Z,2016-06-09,12,38966.0,2018-04-01T02:29:00.0000000Z,2016-06-09T18:37:49.0000000Z,DigiCube,1
922,OMC,2018-04-01,2018-04-01T03:37:23.9219896Z,2017-03-14T20:04:21.9529754Z,2018-04-01T03:37:23.9219896Z,2017-03-14T20:04:21.9529754Z,2017-01-10,9,38794.0,2018-04-01T00:55:47.0000000Z,2017-01-10T12:19:07.0000000Z,Omicron,1
923,SANDG,2018-04-01,2018-04-01T03:51:24.1524084Z,2017-03-19T00:13:48.7718407Z,2018-04-01T03:51:24.1524084Z,2017-03-19T00:13:48.7718407Z,2017-02-13,6,38530.0,2018-04-01T03:43:23.0000000Z,2017-02-13T21:39:47.0000000Z,Save and Gain,1
924,ICON,2018-04-01,2018-04-01T02:58:31.9329692Z,2017-03-18T23:54:49.5904667Z,2018-04-01T01:40:46.5273291Z,2017-03-18T23:54:49.5904667Z,2017-02-25,6,38325.0,2018-04-01T02:10:51.0000000Z,2017-02-25T18:56:12.0000000Z,Iconic,1
925,HKN,2018-04-01,2018-04-01T03:25:32.3326849Z,2017-12-01T10:50:09.0399589Z,2018-04-01T03:28:22.9871053Z,2017-12-01T10:50:09.0399589Z,2017-12-01,10,38163.0,2018-04-01T02:32:23.0000000Z,2017-12-14T16:42:04.0000000Z,Hacken,1
926,LLT,2018-04-01,2018-04-01T01:18:31.9657381Z,2017-08-29T15:17:10.5922841Z,2018-03-28T02:03:24.5848527Z,2017-08-29T15:17:10.5922841Z,2017-08-29,5,37912.0,2018-01-24T17:34:54.0000000Z,2017-08-30T04:20:18.0000000Z,LLToken,1
927,PIE,2018-04-01,2018-04-01T03:29:10.4103603Z,2017-03-14T20:06:38.9107051Z,2018-04-01T03:29:10.4103603Z,2017-03-14T20:06:38.9107051Z,2017-02-24,14,37807.0,2018-03-31T22:23:49.0000000Z,2017-02-24T10:17:07.0000000Z,PIECoin,1
928,TFL,2018-04-01,2018-04-01T04:02:25.7504135Z,2017-07-18T10:48:47.2259103Z,2018-04-01T04:02:25.7504135Z,2017-07-18T10:48:47.2259103Z,2017-07-17,11,37783.0,2018-03-31T21:24:11.0000000Z,2017-07-17T09:15:19.6730000Z,TrueFlip,1
929,RNS,2018-04-01,2018-04-01T00:43:25.0543791Z,2017-03-18T22:59:44.0524364Z,2018-04-01T00:34:29.7235018Z,2017-03-18T22:59:44.0524364Z,2017-03-07,5,37384.0,2018-03-31T19:05:57.0000000Z,2017-03-07T02:31:01.0000000Z,Renos,1
930,BITOK,2018-04-01,2018-04-01T02:47:19.1616448Z,2017-05-25T14:35:07.5183829Z,2018-04-01T02:47:19.1616448Z,2017-05-25T14:35:07.5183829Z,2017-05-25,6,37275.0,2018-04-01T00:16:00.0000000Z,2017-05-26T00:29:48.0000000Z,Bitok,1
931,NETKO,2018-04-01,2018-04-01T03:43:50.0079639Z,2017-03-14T20:27:49.6063552Z,2018-04-01T03:43:50.0079639Z,2017-03-14T20:27:49.6063552Z,2017-03-11,10,36933.0,2018-03-31T23:09:50.0000000Z,2017-03-11T05:55:51.0000000Z,Netko,1
932,XPTX,2018-04-01,2018-04-01T04:28:04.5849780Z,2017-03-18T23:51:09.4370148Z,2018-04-01T03:20:16.4887167Z,2017-03-18T23:51:09.4370148Z,2017-03-18,9,36732.0,2018-04-01T02:13:30.0000000Z,2017-03-18T17:53:54.0000000Z,PlatinumBAR,1
933,ELS,2018-04-01,2018-04-01T00:14:19.7510000Z,2017-03-18T23:20:20.0716293Z,2018-03-31T19:54:47.4382894Z,2017-03-18T23:20:20.0716293Z,2017-02-07,5,36647.0,2017-08-03T21:12:51.0000000Z,2017-02-07T15:09:41.0000000Z,Elysium,1
934,XCPO,2018-04-01,2018-04-01T00:56:59.4105610Z,2017-11-27T05:04:50.7294151Z,2018-04-01T00:44:30.8543915Z,2017-11-27T05:04:50.7294151Z,2017-11-26,3,36602.0,2018-04-01T00:34:55.0000000Z,2017-11-26T09:38:57.0000000Z,Copico,1
935,INSN,2018-04-01,2018-04-01T01:58:41.9717072Z,2017-06-17T00:46:17.8371736Z,2018-04-01T01:54:49.5021462Z,2017-06-17T00:46:17.8371736Z,2017-06-15,8,36577.0,2018-04-01T00:11:16.0000000Z,2017-06-15T12:24:36.0000000Z,InsaneCoin,1
936,BRO,2018-04-01,2018-04-01T00:41:46.5698824Z,2017-08-15T23:04:21.7503342Z,2018-04-01T00:49:48.6030733Z,2017-08-15T23:04:21.7503342Z,2017-08-15,3,36392.0,2018-04-01T00:09:32.0000000Z,2017-08-18T05:34:03.0000000Z,Bitradio,1
937,KAYI,2018-04-01,2018-04-01T00:52:05.2218198Z,2017-03-18T23:04:06.9879570Z,2018-04-01T00:03:48.8410000Z,2017-03-18T23:04:06.9879570Z,2017-03-02,10,36342.0,2017-12-22T06:06:35.0000000Z,2017-03-02T12:04:08.0000000Z,Kayi,1
938,GRN,2018-04-01,2018-04-01T00:31:49.8106057Z,2017-03-14T20:05:25.4406820Z,2018-03-31T12:43:33.3437316Z,2017-03-14T20:05:25.4406820Z,2016-08-06,6,36314.0,2018-03-31T09:05:06.0000000Z,2016-08-06T17:22:24.0000000Z,Granite,1
939,ALL,2018-04-01,2018-04-01T02:13:42.1436327Z,2017-03-14T20:28:58.2176108Z,2018-04-01T02:13:42.1436327Z,2017-03-14T20:28:58.2176108Z,2017-03-13,11,36236.0,2018-03-31T21:07:44.0000000Z,2017-03-13T04:14:05.0000000Z,Albanian Lek,0
940,MOT,2018-04-01,2018-04-01T02:12:19.2112183Z,2018-01-23T02:47:21.1154817Z,2018-04-01T02:12:19.2112183Z,2018-01-23T02:45:12.6102110Z,2018-01-22,3,36124.0,2018-03-31T23:12:28.0000000Z,2018-01-22T17:00:49.0000000Z,Olympus Labs,1
941,RVT,2018-04-01,2018-04-01T01:19:46.9392132Z,2017-08-11T12:20:42.7493874Z,2018-04-01T00:59:10.8677660Z,2017-08-11T12:20:42.7493874Z,2017-08-10,1,35666.0,2018-04-01T00:05:12.1680000Z,2017-08-10T15:39:12.4060000Z,Rivetz,1
