,asset_id,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,name,type_is_crypto
259,CANN,2018-04-01,2018-04-01T02:57:57.4412487Z,2017-03-14T20:04:40.1070527Z,2018-04-01T02:04:13.9027539Z,2017-03-14T20:04:40.1070527Z,2015-09-16,14,926594.0,2018-03-31T23:02:04.5700000Z,2015-09-16T08:12:59.0000000Z,CannabisCoin,1
260,GXS,2018-04-01,2018-04-01T01:19:14.4368470Z,2017-06-14T19:42:55.1874159Z,2018-04-01T01:21:19.1594765Z,2017-06-14T19:42:55.1874159Z,2017-06-14,6,923327.0,2018-04-01T00:48:16.0000000Z,2017-06-15T12:08:05.0000000Z,GXShares,1
261,MSP,2018-04-01,2018-04-01T02:29:41.4167353Z,2017-07-18T10:48:34.0530571Z,2018-04-01T01:50:30.7264503Z,2017-07-18T10:48:34.0530571Z,2017-07-17,9,902435.0,2018-04-01T01:25:21.6950000Z,2017-07-17T13:54:10.2880000Z,Mothership,1
262,ADT,2018-04-01,2018-04-01T02:26:24.2378716Z,2017-07-04T00:05:27.3773482Z,2018-04-01T02:26:24.2378716Z,2017-07-04T00:05:27.3773482Z,2017-07-03,8,897590.0,2018-04-01T01:31:45.0000000Z,2017-07-03T22:05:31.0000000Z,adToken,1
263,RIC,2018-04-01,2018-04-01T02:19:04.4526913Z,2016-05-29T15:05:07.0483915Z,2018-04-01T02:18:55.1517616Z,2016-06-12T11:53:38.1680117Z,2016-05-29,2,890094.0,2018-04-01T02:11:49.0000000Z,2016-05-29T16:01:14.0000000Z,Riecoin,1
264,WPR,2018-04-01,2018-04-01T01:55:20.1662254Z,2018-02-11T17:39:59.8457441Z,2018-04-01T01:53:08.4799409Z,2018-02-11T17:39:59.8457441Z,2018-02-11,5,884949.0,2018-04-01T01:52:44.0000000Z,2018-02-11T18:10:41.0000000Z,WePower,1
265,POA,2018-03-31,2018-03-31T23:12:55.2779514Z,2018-02-28T07:29:15.5266491Z,2018-03-31T23:13:11.5090000Z,2018-02-28T07:44:15.7300000Z,2018-02-28,3,882834.0,2018-03-31T23:11:46.4350000Z,2018-02-28T07:44:15.7270000Z,POA Network,1
266,YEE,2018-04-01,2018-04-01T02:13:21.7913225Z,2018-01-23T03:01:03.8383332Z,2018-04-01T02:13:38.9086600Z,2018-01-23T02:45:12.6102110Z,2018-01-22,5,863682.0,2018-04-01T01:51:41.0000000Z,2018-01-22T23:03:52.0000000Z,Yee,1
267,KICK,2018-04-01,2018-04-01T03:34:11.1705292Z,2017-10-14T23:06:31.5893583Z,2018-04-01T03:34:11.1705292Z,2017-10-14T23:06:31.5893583Z,2017-10-14,15,855560.0,2018-04-01T01:17:19.0000000Z,2017-10-14T22:58:27.0000000Z,KickCoin,1
268,WDC,2018-04-01,2018-04-01T01:42:54.5362185Z,2016-05-29T15:05:07.0483915Z,2018-04-01T00:24:10.8601294Z,2016-06-12T11:53:39.1992621Z,2015-07-31,12,853726.0,2018-03-31T23:16:23.0000000Z,2015-07-31T13:52:27.0000000Z,Worldcoin,1
269,TIX,2018-04-01,2018-04-01T01:32:25.7379598Z,2017-01-09T00:05:27.8847495Z,2018-04-01T00:42:49.9180711Z,2017-01-09T00:05:27.8847495Z,2017-01-09,8,852176.0,2018-03-31T23:26:48.9200000Z,2017-01-09T09:44:58.0000000Z,Blocktix,1
270,NBT,2018-03-31,2018-03-31T23:27:55.6137274Z,2016-05-29T15:05:07.0327672Z,2018-03-31T23:28:15.0670334Z,2016-06-12T11:53:38.1523879Z,2016-05-29,3,832786.0,2018-03-31T23:28:08.4870000Z,2016-05-29T15:17:08.0000000Z,NuBits,1
271,PAC,2018-04-01,2018-04-01T03:48:01.5005093Z,2017-03-14T20:07:51.1368518Z,2018-04-01T03:48:01.5005093Z,2017-03-14T20:07:51.1368518Z,2015-06-27,12,830381.0,2018-04-01T02:43:45.0000000Z,2015-06-27T21:27:46.0000000Z,Paccoin,1
272,SYNX,2018-04-01,2018-04-01T03:42:23.0414310Z,2017-03-14T20:22:03.6782419Z,2018-04-01T03:42:23.0414310Z,2017-03-14T20:22:03.6782419Z,2016-07-21,12,811478.0,2018-03-31T23:50:46.0000000Z,2016-07-21T06:05:14.0000000Z,Syndicate,1
273,MTN,2018-04-01,2018-04-01T02:30:03.5757000Z,2018-02-08T00:04:36.8388684Z,2018-04-01T02:30:03.5757000Z,2018-02-08T00:04:36.8388684Z,2018-02-07,11,809499.0,2018-04-01T02:19:18.0000000Z,2018-02-07T23:46:35.0000000Z,Medicalchain,1
274,BCY,2018-04-01,2018-04-01T02:15:55.8730713Z,2016-05-29T15:05:07.0327672Z,2018-04-01T02:15:35.3574397Z,2016-06-12T11:53:38.1523879Z,2016-05-29,2,809412.0,2018-04-01T01:53:30.0000000Z,2016-05-29T16:03:17.0000000Z,BitCrystals,1
275,AIR,2018-04-01,2018-04-01T01:25:06.0273337Z,2017-03-18T23:10:48.7480420Z,2018-04-01T01:25:06.0273337Z,2017-03-18T23:10:48.7480420Z,2017-02-12,9,802345.0,2018-04-01T01:18:45.5000000Z,2017-02-12T13:50:59.0000000Z,AirToken,1
276,MEME,2018-04-01,2018-04-01T00:13:15.4773658Z,2017-03-14T21:56:32.1199165Z,2018-03-31T23:27:21.5251392Z,2017-03-14T21:56:32.1199165Z,2017-03-14,2,794459.0,2018-03-31T23:09:20.4870000Z,2017-03-21T11:06:39.0000000Z,MEME,1
277,CLOAK,2018-04-01,2018-04-01T02:50:00.2516395Z,2017-03-14T20:51:23.3671330Z,2018-04-01T02:50:00.2516395Z,2017-03-14T20:51:23.3671330Z,2016-07-16,14,781742.0,2018-04-01T01:22:33.0000000Z,2016-07-16T14:55:12.0000000Z,CloakCoin,1
278,MUE,2018-04-01,2018-04-01T03:24:20.0926128Z,2017-03-14T20:04:34.6379623Z,2018-04-01T03:05:35.3777819Z,2017-03-14T20:04:34.6379623Z,2014-12-28,18,778117.0,2018-03-31T23:22:49.9670000Z,2014-12-28T13:04:35.0000000Z,MonetaryUnit,1
279,MDA,2018-04-01,2018-04-01T02:11:37.7897102Z,2017-12-18T21:08:53.8590016Z,2018-04-01T02:11:37.7897102Z,2017-12-18T21:56:24.8985992Z,2017-11-08,9,777718.0,2018-04-01T00:47:56.0000000Z,2017-11-08T14:18:39.2360000Z,Moeda Loyalty...,1
280,MTX,2018-04-01,2018-04-01T01:35:16.7300000Z,2018-02-28T00:09:50.5216175Z,2018-04-01T01:35:16.7300000Z,2018-02-28T00:09:50.5216175Z,2018-02-27,5,767542.0,2018-04-01T01:31:52.9980000Z,2018-02-27T23:43:15.8000000Z,Matryx,1
281,UNB,2018-03-31,2018-03-31T23:29:16.3787143Z,2017-03-14T20:16:57.4892081Z,2018-03-31T23:29:16.3787143Z,2017-03-14T20:16:57.4892081Z,2016-03-15,5,766381.0,2018-03-31T23:22:29.5130000Z,2016-03-15T06:33:23.0000000Z,UnbreakableCoin,1
282,SLS,2018-04-01,2018-04-01T03:12:57.2265522Z,2017-03-14T22:02:58.3837910Z,2018-04-01T03:12:57.2265522Z,2017-03-14T22:02:58.3837910Z,2017-03-09,7,761826.0,2018-04-01T02:57:59.0000000Z,2017-03-09T14:04:40.0000000Z,SaluS,1
283,MGO,2018-04-01,2018-04-01T02:27:04.8360699Z,2017-06-14T00:21:33.4466436Z,2018-04-01T02:22:32.7477571Z,2017-06-14T00:21:33.4466436Z,2017-06-11,19,761368.0,2018-04-01T01:53:20.0000000Z,2017-06-11T17:29:36.0000000Z,MobileGo,1
284,R,2018-04-01,2018-04-01T03:52:28.0350588Z,2017-09-21T10:04:35.9035110Z,2018-04-01T03:52:28.0350588Z,2017-09-21T10:04:35.9035110Z,2017-09-21,21,757664.0,2018-04-01T02:13:46.0000000Z,2017-09-22T13:14:07.0000000Z,Revain,1
285,TIME,2018-04-01,2018-04-01T04:34:31.8692992Z,2017-03-14T20:32:14.8189690Z,2018-04-01T04:34:31.8692992Z,2017-03-14T20:32:14.8189690Z,2017-03-14,25,756221.0,2018-04-01T01:55:59.0000000Z,2017-03-15T03:46:33.0000000Z,Chronobank,1
286,PRA,2018-04-01,2018-04-01T02:12:21.4588293Z,2018-01-23T02:57:03.1681463Z,2018-04-01T02:13:13.1854923Z,2018-01-23T02:45:12.6102110Z,2018-01-23,3,755146.0,2018-04-01T02:10:42.0000000Z,2018-01-23T02:21:26.0000000Z,ProChain,1
287,LINDA,2018-04-01,2018-04-01T03:01:38.2443333Z,2017-07-17T19:42:43.4897737Z,2018-04-01T03:01:38.2443333Z,2017-07-17T19:42:43.4897737Z,2017-07-17,14,754399.0,2018-04-01T02:32:07.0000000Z,2017-07-27T19:35:11.0000000Z,Linda,1
288,START,2018-04-01,2018-04-01T04:13:07.8404489Z,2017-03-14T20:06:05.2309055Z,2018-04-01T04:13:07.8404489Z,2017-03-14T20:06:05.2309055Z,2015-09-17,14,741165.0,2018-03-31T23:59:38.0000000Z,2015-09-17T08:15:26.0000000Z,Startcoin,1
289,THB,2018-04-01,2018-03-31T23:42:46.5118433Z,2017-03-18T22:53:45.5791610Z,2018-03-31T23:42:46.5118433Z,2017-03-18T22:53:45.5791610Z,2011-10-13,13,724128.0,2018-04-01T06:37:16.0000000Z,2011-10-13T06:31:37.0000000Z,Baht,0
290,PRG,2018-04-01,2018-04-01T02:33:39.8741737Z,2017-08-23T19:47:05.5680113Z,2018-04-01T02:07:31.9939599Z,2017-08-23T19:47:05.5680113Z,2017-08-22,8,720812.0,2018-04-01T01:23:44.0000000Z,2017-08-22T15:18:39.3970000Z,Paragon,1
291,NAUT,2018-03-09,2018-03-09T23:36:52.0358691Z,2016-05-29T15:05:07.0327672Z,2018-03-09T23:34:53.2550000Z,2016-06-12T11:53:38.1523879Z,2016-05-29,2,707901.0,2018-03-09T22:25:11.4220000Z,2016-05-29T15:14:34.0000000Z,Nautiluscoin,1
292,SGD,2018-04-01,2018-04-01T02:22:56.5768458Z,2015-05-26T18:24:30.2530000Z,2018-04-01T02:22:42.4179144Z,2015-05-26T18:24:30.2530000Z,2011-09-18,17,702912.0,2018-04-01T02:22:42.0000000Z,2011-09-18T13:41:27.0000000Z,Singapore Dollar,0
293,GBYTE,2018-04-01,2018-04-01T00:44:57.7397499Z,2017-04-06T15:59:38.4196381Z,2018-04-01T00:44:57.7397499Z,2017-04-06T15:59:38.4196381Z,2017-04-06,5,700712.0,2018-03-31T22:14:02.9100000Z,2017-04-06T12:30:42.0000000Z,Byteball,1
294,ZET,2018-04-01,2018-04-01T04:06:14.2584818Z,2017-01-09T00:03:18.4821173Z,2018-04-01T04:00:05.5422206Z,2017-01-09T00:03:18.4821173Z,2017-01-09,16,700075.0,2018-04-01T06:29:15.0000000Z,2017-01-10T08:24:03.0000000Z,Zetacoin,1
295,AVT,2018-04-01,2018-04-01T02:03:27.8399894Z,2017-07-18T10:48:46.1899212Z,2018-04-01T02:09:04.8164172Z,2017-07-18T10:48:46.1899212Z,2017-07-15,8,696535.0,2018-04-01T01:45:20.0000000Z,2017-07-15T08:25:13.1210000Z,Aventus,1
296,XMY,2018-04-01,2018-04-01T00:21:13.2623755Z,2017-03-14T20:28:52.1804312Z,2018-04-01T00:32:08.9492819Z,2017-03-14T20:28:52.1804312Z,2015-12-10,5,693005.0,2018-03-31T23:26:22.3900000Z,2015-12-10T10:57:31.0000000Z,Myriad,1
297,STK,2018-04-01,2018-04-01T04:06:18.6875712Z,2017-03-19T00:15:49.1890528Z,2018-04-01T04:06:18.6875712Z,2017-03-19T00:15:49.1890528Z,2017-01-20,8,689693.0,2018-04-01T01:35:28.8940000Z,2017-01-20T17:06:26.0000000Z,STK,1
298,SJCX,2018-04-01,2018-04-01T04:36:56.0931210Z,2016-05-29T15:05:07.0483915Z,2018-04-01T04:13:48.5631284Z,2016-06-12T11:53:38.1680117Z,2016-05-29,4,689131.0,2018-04-01T01:25:46.0000000Z,2016-05-29T15:09:39.0000000Z,Storjcoin X,1
299,ZRC,2018-04-01,2018-04-01T03:50:18.0035067Z,2017-03-14T20:06:35.3901037Z,2018-04-01T02:50:41.0660593Z,2017-03-14T20:06:35.3901037Z,2017-03-14,12,686492.0,2018-04-01T02:30:52.0000000Z,2017-03-15T03:56:31.0000000Z,ZrCoin,1
300,ION,2018-03-31,2018-03-31T23:26:47.5668523Z,2017-03-14T20:28:23.3822548Z,2018-03-31T23:27:41.6882825Z,2017-03-14T20:28:23.3822548Z,2017-03-11,2,683959.0,2018-03-31T23:27:22.2930000Z,2017-03-11T18:41:28.0000000Z,ION,1
301,KORE,2018-03-31,2018-03-31T23:27:15.4538694Z,2017-03-14T20:29:40.0783359Z,2018-03-31T23:27:20.5012429Z,2017-03-14T20:29:40.0783359Z,2017-03-07,1,680260.0,2018-03-31T23:21:17.0100000Z,2017-03-07T02:41:56.0000000Z,KoreCoin,1
302,LMC,2018-04-01,2018-04-01T00:12:45.7000000Z,2017-03-14T20:22:18.4356777Z,2018-03-31T23:27:25.5331077Z,2017-03-14T20:22:18.4356777Z,2017-03-14,2,678635.0,2018-03-31T20:15:46.6270000Z,2017-03-20T01:10:00.0000000Z,LoMoCoin,1
303,AMM,2018-04-01,2018-04-01T02:23:30.9482777Z,2017-11-11T16:30:18.7649317Z,2018-04-01T02:23:30.9482777Z,2017-11-11T16:30:18.7649317Z,2017-11-11,15,676496.0,2018-03-31T22:36:17.3600000Z,2017-11-21T22:34:13.0000000Z,MicroMoney,1
304,ZCC,2018-04-01,2018-04-01T01:41:49.4669262Z,2017-01-09T00:03:03.0722863Z,2018-03-31T07:45:59.7400000Z,2017-01-09T00:03:03.0722863Z,2017-01-09,4,665378.0,2017-10-31T03:58:10.0000000Z,2017-02-14T01:40:13.0000000Z,ZcCoin,1
305,EBST,2018-03-31,2018-03-31T23:25:27.7335333Z,2017-03-14T20:51:26.0809292Z,2018-03-31T23:25:31.8783502Z,2017-03-14T20:51:26.0809292Z,2017-03-14,1,659317.0,2018-03-31T22:57:23.6430000Z,2017-03-20T05:55:44.0000000Z,eBoost,1
306,VIBE,2018-04-01,2018-04-01T01:34:09.3275124Z,2017-10-15T12:42:42.7373563Z,2018-03-31T23:14:47.1893211Z,2017-10-15T12:42:42.7373563Z,2017-10-14,2,657551.0,2018-03-31T23:06:52.9030000Z,2017-10-14T10:57:05.0190000Z,VIBE,1
307,LDC,2018-04-01,2018-04-01T01:57:44.3347890Z,2017-03-18T22:56:36.2042511Z,2018-04-01T01:48:17.6953026Z,2017-03-18T22:56:36.2042511Z,2016-08-16,9,653141.0,2018-04-01T01:54:50.0000000Z,2016-08-16T05:52:18.0000000Z,Leadcoin,1
308,BSD,2018-04-01,2018-04-01T02:21:17.3107347Z,2017-03-14T20:05:32.1572553Z,2018-04-01T01:54:19.4163601Z,2017-03-14T20:05:32.1572553Z,2015-02-11,9,651864.0,2018-04-01T01:11:44.0000000Z,2015-02-11T06:09:47.0000000Z,Bahamian Dollar,0
309,XAS,2018-04-01,2018-04-01T01:47:58.7020000Z,2017-03-18T23:33:50.7041543Z,2018-04-01T01:47:58.7020000Z,2017-03-18T23:33:50.7041543Z,2017-03-13,4,647077.0,2018-03-31T13:32:25.0000000Z,2017-03-13T16:35:36.0000000Z,Asch,1
310,PRO,2018-04-01,2018-04-01T01:56:36.2362519Z,2017-07-18T10:48:45.2342863Z,2018-04-01T01:45:32.3310420Z,2017-07-18T10:48:45.2342863Z,2017-07-13,8,637494.0,2018-04-01T01:54:42.0000000Z,2017-07-13T10:30:52.9370000Z,Propy,1
311,NLG,2018-04-01,2018-04-01T02:57:48.2129613Z,2017-03-14T20:14:03.5189110Z,2018-04-01T02:57:48.2129613Z,2017-03-14T20:14:03.5189110Z,2016-12-15,11,627335.0,2018-03-31T23:24:23.7330000Z,2016-12-15T22:15:17.0000000Z,Netherlands Guilder,0
312,TAAS,2018-04-01,2018-04-01T02:34:10.2305173Z,2017-05-27T11:48:16.9009210Z,2018-04-01T01:56:56.7278632Z,2017-05-27T11:48:16.9009210Z,2017-05-25,10,626680.0,2018-04-01T01:54:03.0000000Z,2017-05-25T17:18:22.9570000Z,TaaS,1
313,TX,2018-04-01,2018-04-01T03:33:57.6523950Z,2017-03-14T22:34:09.1580974Z,2018-04-01T03:33:57.6523950Z,2017-03-14T22:34:09.1580974Z,2016-03-08,12,607171.0,2018-04-01T02:00:37.0000000Z,2016-03-08T05:00:44.0000000Z,TransferCoin,1
314,RBY,2018-04-01,2018-04-01T03:57:16.0385899Z,2016-05-29T15:05:07.0483915Z,2018-04-01T03:57:16.0385899Z,2016-06-12T11:53:38.1680117Z,2015-08-12,12,606920.0,2018-03-31T23:09:39.0000000Z,2015-08-12T05:30:05.0000000Z,Rubycoin,1
315,SIB,2018-04-01,2018-04-01T03:33:51.6628685Z,2017-03-14T20:15:52.9833340Z,2018-04-01T03:33:51.6628685Z,2017-03-14T20:15:52.9833340Z,2016-05-02,18,604279.0,2018-04-01T02:00:26.0000000Z,2016-05-02T14:48:29.0000000Z,SIBCoin,1
316,WRC,2018-04-01,2018-04-01T04:21:36.4934355Z,2017-03-18T22:56:44.3695585Z,2018-04-01T04:21:36.4934355Z,2017-03-18T22:56:44.3695585Z,2017-01-29,17,602311.0,2018-04-01T04:15:04.0000000Z,2017-01-29T07:01:51.0000000Z,Worldcore,1
317,TRY,2018-04-01,2018-04-01T02:06:49.8906874Z,2017-12-24T13:03:41.1997901Z,2018-03-31T23:41:13.8657246Z,2017-12-24T13:03:41.1997901Z,2017-12-24,5,602151.0,2018-03-31T23:38:26.0000000Z,2017-12-24T12:55:22.0000000Z,Turkish Lira,0
318,UBTC,2018-04-01,2018-04-01T04:05:33.5171308Z,2017-12-21T12:05:47.5632948Z,2018-04-01T03:43:14.5850489Z,2017-12-21T12:05:47.5632948Z,2017-12-18,20,601666.0,2018-04-01T02:22:59.0000000Z,2017-12-18T08:40:28.0000000Z,United Bitcoin,1
319,ORME,2018-04-01,2018-04-01T01:17:46.2617847Z,2017-09-12T04:51:11.0317645Z,2018-04-01T01:17:46.2617847Z,2017-09-12T04:51:11.0317645Z,2017-09-12,9,598603.0,2018-04-01T01:25:29.3840000Z,2017-09-18T04:34:00.0000000Z,Ormeus Coin,1
320,NOTE,2018-04-01,2018-04-01T03:46:18.2524859Z,2016-05-29T15:05:08.5640164Z,2018-04-01T03:46:00.2244799Z,2016-06-12T11:53:38.1523879Z,2015-11-07,15,597951.0,2018-03-31T22:31:39.0000000Z,2015-11-07T17:53:36.0000000Z,DNotes,1
321,HLB,2018-04-01,2018-04-01T01:44:14.5901059Z,2017-03-18T22:53:36.7810802Z,2018-03-31T00:24:55.1433630Z,2017-03-18T22:53:36.7810802Z,2017-03-14,2,591027.0,2017-09-21T04:00:07.0000000Z,2017-03-14T05:27:56.0000000Z,Lepaoquan,1
322,MER,2018-04-01,2018-04-01T02:30:09.6384309Z,2017-04-01T08:16:43.3457566Z,2018-04-01T01:37:24.3646753Z,2017-04-01T08:16:43.3457566Z,2017-03-29,9,583731.0,2018-03-31T22:17:08.9300000Z,2017-03-29T08:32:46.0000000Z,Mercury,1
323,SAFEX,2018-04-01,2018-04-01T00:30:24.5528347Z,2017-03-19T00:03:41.4388338Z,2018-03-26T00:18:56.1636495Z,2017-03-19T00:03:41.4388338Z,2017-03-18,5,582417.0,2017-12-15T17:54:34.0000000Z,2017-03-18T11:55:24.0000000Z,Safe Exchange Coin,1
324,DOPE,2018-04-01,2018-04-01T00:27:45.3355741Z,2017-03-14T20:04:51.2709100Z,2018-04-01T00:13:18.8858226Z,2017-03-14T20:04:51.2709100Z,2017-03-14,4,579075.0,2018-04-01T00:17:26.0000000Z,2017-03-23T00:36:24.0000000Z,DopeCoin,1
325,B2X,2018-04-01,2018-04-01T02:36:28.6556394Z,2017-10-19T20:49:54.4524149Z,2018-04-01T02:36:28.6556394Z,2017-10-19T16:50:08.1513261Z,2017-10-17,9,576005.0,2018-04-01T01:00:29.4180000Z,2017-10-17T18:53:30.5490000Z,Bitcoin Segwit2x,1
326,XBY,2018-04-01,2018-04-01T04:27:49.4739114Z,2017-03-14T20:22:31.4515120Z,2018-04-01T04:27:49.4739114Z,2017-03-14T20:22:31.4515120Z,2017-01-20,14,561793.0,2018-04-01T01:46:43.0000000Z,2017-01-20T07:08:51.0000000Z,XtraBYtes,1
327,GEO,2018-04-01,2018-04-01T03:11:16.8368545Z,2016-05-29T15:05:07.0327672Z,2018-04-01T03:11:16.8368545Z,2016-06-12T11:53:38.1523879Z,2015-01-31,15,554075.0,2018-03-31T22:35:58.3770000Z,2015-01-31T16:52:10.0000000Z,GeoCoin,1
328,XMG,2018-04-01,2018-04-01T03:59:20.8992469Z,2016-05-29T15:05:09.0171430Z,2018-04-01T03:59:20.8992469Z,2016-06-12T11:53:38.1680117Z,2015-06-14,12,549113.0,2018-03-31T23:30:08.3730000Z,2015-06-14T16:19:38.0000000Z,Magi,1
329,ABY,2018-04-01,2018-04-01T02:20:32.7448070Z,2016-05-29T15:05:07.0327672Z,2018-04-01T02:00:26.2367684Z,2016-06-12T11:53:38.1523879Z,2016-05-29,11,548865.0,2018-03-31T23:47:55.0000000Z,2016-05-29T20:08:02.0000000Z,ArtByte,1
330,LGD,2018-03-31,2018-03-31T23:33:37.4601108Z,2017-04-19T00:10:34.3936550Z,2018-03-31T23:33:41.8634740Z,2017-04-19T00:10:34.3936550Z,2017-04-19,2,545618.0,2018-03-31T18:48:25.7200000Z,2017-04-19T00:15:35.0000000Z,Legends Room,1
331,SHIFT,2018-04-01,2018-04-01T01:56:39.9506059Z,2017-03-14T20:39:21.2500879Z,2018-04-01T02:00:00.2538781Z,2017-03-14T20:39:21.2500879Z,2017-03-14,4,543711.0,2018-04-01T01:33:27.0000000Z,2017-03-22T03:04:41.0000000Z,Shift,1
332,NDC,2018-04-01,2018-04-01T01:12:57.8117761Z,2017-07-18T10:48:48.2178758Z,2018-03-31T23:01:38.0054685Z,2017-07-18T10:48:48.2178758Z,2017-07-18,5,543522.0,2018-03-31T17:42:40.5150000Z,2017-07-18T03:29:11.4510000Z,NEVERDIE,1
333,SLR,2018-04-01,2018-04-01T02:06:52.5156898Z,2017-03-14T20:45:20.1162573Z,2018-04-01T01:56:18.0967348Z,2017-03-14T20:45:20.1162573Z,2017-03-01,12,534172.0,2018-04-01T02:00:29.0000000Z,2017-03-01T12:41:39.0000000Z,SolarCoin,1
334,AEON,2018-04-01,2018-04-01T01:24:24.7415907Z,2017-03-14T22:57:58.6757975Z,2018-04-01T01:24:24.7415907Z,2017-03-14T22:57:58.6757975Z,2017-03-14,2,521444.0,2018-04-01T01:13:34.6270000Z,2017-03-14T20:32:46.0000000Z,Aeon,1
335,SPHR,2018-03-31,2018-03-31T23:28:33.0015278Z,2017-03-14T21:33:57.9612310Z,2018-03-31T23:29:24.1399474Z,2017-03-14T21:33:57.9612310Z,2017-03-14,1,513139.0,2018-03-31T22:59:12.5200000Z,2017-03-15T09:09:44.0000000Z,Sphere,1
336,SWT,2018-04-01,2018-04-01T03:50:19.4865229Z,2017-03-14T21:54:51.8027632Z,2018-04-01T03:26:37.9985470Z,2017-03-14T21:54:51.8027632Z,2017-03-14,9,511958.0,2018-03-31T22:54:54.2600000Z,2017-03-15T14:04:09.0000000Z,Swarm City,1
337,AGRS,2018-03-10,2018-03-10T01:25:03.7336858Z,2017-03-14T20:13:15.7849625Z,2018-03-10T01:25:10.6711947Z,2017-03-14T20:13:15.7849625Z,2017-03-14,1,511803.0,2018-03-10T01:16:06.1800000Z,2017-03-15T16:48:18.0000000Z,Agoras Tokens,1
338,PLC,2018-04-01,2018-04-01T02:32:31.3807335Z,2017-03-14T20:50:51.3599455Z,2018-04-01T00:27:00.9341875Z,2017-03-14T20:50:51.3599455Z,2015-06-24,7,489370.0,2018-03-31T23:02:50.0000000Z,2015-06-24T23:17:11.0000000Z,PlusCoin,1
339,HUC,2018-04-01,2018-04-01T02:16:05.3616786Z,2016-05-29T15:05:07.0327672Z,2018-04-01T02:01:02.9061449Z,2016-06-12T11:53:38.1523879Z,2016-05-29,1,487429.0,2018-04-01T01:55:50.0000000Z,2016-05-29T17:26:11.0000000Z,Huntercoin,1
340,ZLA,2018-04-01,2018-04-01T01:41:25.1288642Z,2018-02-28T00:02:28.1121932Z,2018-04-01T01:41:25.1288642Z,2018-02-28T00:02:28.1121932Z,2018-02-27,2,478595.0,2018-04-01T01:38:06.7300000Z,2018-02-27T23:35:42.4600000Z,Zilla,1
341,SPR,2018-04-01,2018-04-01T04:11:46.9235451Z,2017-03-14T20:15:27.1828314Z,2018-04-01T04:08:16.3489916Z,2017-03-14T20:15:27.1828314Z,2017-02-25,10,477508.0,2018-03-31T19:08:44.0000000Z,2017-02-25T10:14:05.0000000Z,SpreadCoin,1
342,DENT,2018-04-01,2018-04-01T02:19:49.8570000Z,2017-06-30T15:48:13.4307232Z,2018-04-01T02:08:09.8636251Z,2017-06-30T15:48:13.4307232Z,2017-06-30,11,477221.0,2018-04-01T01:36:43.0000000Z,2017-06-30T14:11:10.5880000Z,Dent,1
343,DCN,2018-04-01,2018-04-01T01:28:14.1470974Z,2017-08-09T04:52:04.1515620Z,2018-04-01T01:28:14.1470974Z,2017-08-09T04:52:04.1515620Z,2017-08-09,8,477159.0,2018-04-01T00:46:36.0860000Z,2017-08-10T03:48:32.0000000Z,Dentacoin,1
344,BLOCK,2018-04-01,2018-04-01T04:36:30.2827523Z,2016-05-29T15:05:07.0327672Z,2018-03-31T23:23:54.4328917Z,2016-06-12T11:53:38.1523879Z,2016-05-29,4,475101.0,2018-03-31T22:52:03.0930000Z,2016-05-29T18:42:19.0000000Z,Blocknet,1
345,MYR,2018-04-01,2018-04-01T02:03:50.4056782Z,2016-05-29T15:05:07.0327672Z,2018-04-01T02:03:50.4056782Z,2016-06-12T11:53:38.1523879Z,2016-05-29,3,471199.0,2018-04-01T02:03:54.2090000Z,2016-05-29T15:22:14.0000000Z,Malaysian Ringgit,0
346,QWARK,2018-04-01,2018-04-01T00:54:21.0663010Z,2017-03-14T20:15:12.2182823Z,2018-04-01T00:53:02.4283543Z,2017-03-14T20:15:12.2182823Z,2017-03-14,4,467752.0,2018-04-01T00:20:11.0000000Z,2017-03-20T07:28:41.0000000Z,Qwark,1
347,LUX,2018-04-01,2018-04-01T03:39:09.1874438Z,2017-03-19T05:46:19.5930865Z,2018-04-01T03:39:09.1874438Z,2017-03-19T05:46:19.5930865Z,2015-04-24,15,467585.0,2018-04-01T00:42:17.0000000Z,2015-04-24T05:44:34.0000000Z,LUXCoin,1
348,PART,2018-03-31,2018-03-31T23:27:33.6470901Z,2017-07-21T00:05:40.9533905Z,2018-03-31T23:28:15.0670334Z,2017-07-21T00:05:40.9533905Z,2017-07-20,1,466564.0,2018-03-31T23:28:31.9430000Z,2017-07-20T23:15:53.0000000Z,Particl,1
349,LKC,2018-04-01,2018-04-01T03:06:38.5555572Z,2017-03-18T22:59:48.8141699Z,2018-04-01T02:34:27.8530944Z,2017-03-18T22:59:48.8141699Z,2017-03-02,7,466466.0,2018-03-31T19:21:25.0000000Z,2017-03-02T04:20:23.0000000Z,LinkedCoin,1
350,GCR,2018-04-01,2018-04-01T03:23:38.6699671Z,2017-03-14T20:24:58.9451286Z,2018-04-01T03:23:38.6699671Z,2017-03-14T20:24:58.9451286Z,2017-03-04,7,461515.0,2018-04-01T02:20:16.0000000Z,2017-03-04T18:06:07.0000000Z,Global Currency Reserve,1
351,SDC,2018-04-01,2018-04-01T03:58:59.4922820Z,2016-05-29T15:05:08.8140212Z,2018-04-01T03:35:41.6655741Z,2016-06-12T11:53:38.1680117Z,2016-05-29,12,460379.0,2018-03-31T07:17:10.0000000Z,2016-05-29T16:36:52.0000000Z,ShadowCash,1
