,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
25,2018-05-27,2018-05-27T20:07:46.7612938Z,2015-05-19T14:31:56.5100000Z,2018-05-27T20:07:46.7612938Z,2015-05-19T14:31:56.5100000Z,2015-05-18,2,38044915.0,2018-03-09T22:02:59.0000000Z,2015-05-18T00:17:33.0000000Z,CHBTC,CHBTC,https://www.chbtc.com/
26,2018-06-21,2018-06-21T16:06:46.7287145Z,2017-03-18T22:53:47.2011734Z,2018-06-21T16:06:46.7287145Z,2017-03-18T22:53:47.2011734Z,2015-01-06,7332,26942025.0,2018-06-21T15:58:43.0000000Z,2015-01-06T19:51:51.0000000Z,YOBIT,YObit,https://yobit.net/en/
27,2018-06-21,2018-06-21T16:10:02.9632430Z,2017-11-29T01:10:28.2891461Z,2018-06-21T16:10:02.9632430Z,2017-11-29T01:10:28.2891461Z,2017-11-28,3,17752579.0,2018-06-21T16:10:06.0000000Z,2017-11-28T21:25:01.0000000Z,BITFLYER,bitFlyer,https://bitflyer.jp/
28,2018-06-21,2018-06-21T16:11:27.4193397Z,2017-12-28T21:48:26.7161574Z,2018-06-21T16:11:27.4193397Z,2017-12-28T21:48:26.7161574Z,2017-12-14,15,16031739.0,2018-06-21T16:11:27.0000000Z,2017-12-14T05:11:55.0000000Z,ZAIF,Zaif,https://zaif.jp/
29,2018-06-21,2018-06-21T16:06:50.2435105Z,2017-03-18T22:53:39.4192811Z,2018-06-21T16:06:50.2435105Z,2017-03-18T22:53:39.4192811Z,2013-09-03,4,14253548.0,2018-06-21T16:04:42.3750000Z,2013-09-03T06:31:37.0000000Z,KORBIT,Korbit,https://www.korbit.co.kr
30,2018-06-19,2018-06-19T12:37:23.3607204Z,2017-03-18T22:53:36.0065489Z,2018-06-19T12:37:23.3607204Z,2017-03-18T22:53:36.0065489Z,2014-12-31,29,13185951.0,2017-09-07T12:19:20.0000000Z,2014-12-31T12:12:00.0000000Z,JUBI,Jubi,https://www.jubi.com
31,2018-06-21,2018-06-21T16:15:27.2574308Z,2017-12-28T21:49:04.6063124Z,2018-06-21T16:15:27.2574308Z,2017-12-28T21:49:04.6063124Z,2017-12-28,350,11908398.0,2018-06-21T16:11:27.0000000Z,2017-12-28T17:33:30.0000000Z,GATEIO,Gate.io,https://gate.io/
32,2018-01-09,2018-01-09T00:02:43.5604799Z,2017-03-18T22:53:45.3558927Z,2018-01-09T00:02:43.5604799Z,2017-03-18T22:53:45.3558927Z,2017-03-16,53,11016890.0,2017-10-31T03:58:21.0000000Z,2017-03-16T13:30:42.0000000Z,BTC38,BTC38,http://www.btc38.com
33,2014-02-25,,,,,2010-07-17,15,10050212.0,2014-02-25T01:59:06.0000000Z,2010-07-17T23:09:17.0000000Z,MTGOX,mtgox,https://www.mtgox.com/
34,2018-06-21,2018-06-21T16:15:02.5645838Z,2017-12-24T13:03:42.9064646Z,2018-06-21T16:15:02.5645838Z,2017-12-24T13:03:42.9064646Z,2017-12-22,52,9793891.0,2018-06-21T16:12:35.0000000Z,2017-12-22T07:31:16.0000000Z,WEXNZ,WexNz,https://wex.nz/
35,2018-06-21,2018-06-21T16:16:59.2170000Z,2018-01-24T00:22:08.7776711Z,2018-06-21T16:16:59.2170000Z,2018-01-24T00:22:08.7776711Z,2018-01-24,344,8754714.0,2018-06-21T16:15:23.0000000Z,2018-01-24T15:12:15.0000000Z,KUCOIN,Kucoin,https://kucoin.com/
36,2018-06-19,2018-06-19T12:34:50.3974827Z,2017-03-18T22:53:40.7300076Z,2018-06-19T12:34:50.3974827Z,2017-03-18T22:53:40.7300076Z,2014-03-01,10,8318865.0,2017-09-07T12:18:53.0000000Z,2014-03-01T12:01:39.0000000Z,LAKEBTC,LakeBTC,https://www.lakebtc.com/
37,2018-06-21,2018-06-21T16:11:22.2371475Z,2017-03-14T20:04:25.7449674Z,2018-06-21T16:11:22.2371475Z,2017-03-14T20:04:25.7449674Z,2017-02-16,294,7730767.0,2018-06-21T16:05:44.0000000Z,2017-02-16T20:09:59.0000000Z,BLEUTRADE,Bleutrade,https://bleutrade.com
38,2018-06-21,2018-06-21T16:16:30.2006488Z,2018-01-05T15:56:05.6259966Z,2018-06-21T16:16:30.2006488Z,2018-01-05T15:56:05.6259966Z,2018-01-05,21,6306826.0,2018-06-21T16:15:58.0000000Z,2018-01-05T15:51:29.0000000Z,BITCOINID,Indodax,https://indodax.com/
39,2018-06-21,2018-06-21T16:14:29.9651023Z,2017-08-29T15:53:54.7372595Z,2018-06-21T16:14:29.9651023Z,2017-08-29T15:53:54.7372595Z,2017-05-22,103,6119590.0,2018-06-21T16:12:04.0000000Z,2017-05-22T18:21:41.0000000Z,QUOINE,QRYPTOS,https://www.qryptos.com/
40,2018-06-21,2018-06-21T16:12:27.0530414Z,2017-12-28T21:49:03.2916366Z,2018-06-21T16:12:27.0530414Z,2017-12-28T21:49:03.2916366Z,2017-02-10,326,5487175.0,2018-06-21T16:12:10.0000000Z,2017-02-10T20:18:18.0000000Z,TIDEX,Tidex,https://tidex.com/
41,2018-06-21,2018-06-21T16:14:29.0152879Z,2017-09-21T13:50:21.9301963Z,2018-06-21T16:14:29.0152879Z,2017-09-21T13:50:21.9301963Z,2017-09-13,13,5009113.0,2018-06-21T16:12:26.0000000Z,2017-09-13T10:58:32.0000000Z,ACX,ACX,https://acx.io/
42,2018-06-21,2018-06-21T16:14:53.0510935Z,2017-08-29T15:47:12.6045423Z,2018-06-21T16:14:53.0510935Z,2017-08-29T15:47:12.6045423Z,2017-08-29,11,4424601.0,2018-06-21T16:09:25.0000000Z,2017-08-29T03:39:38.0000000Z,BITSO,Bitso,https://bitso.com/
43,2018-06-21,2018-06-21T16:13:54.1008135Z,2017-12-28T21:41:59.3272652Z,2018-06-21T16:13:54.1008135Z,2017-12-28T21:41:59.3272652Z,2017-12-28,661,4150460.0,2018-06-21T16:10:56.0000000Z,2017-12-28T20:44:07.0000000Z,LIVECOIN,LiveCoin,https://www.livecoin.net/
44,2018-06-21,2018-06-21T16:16:29.5200000Z,2018-01-24T00:21:38.5122245Z,2018-06-21T16:16:29.5200000Z,2018-01-24T00:21:38.5122245Z,2018-01-19,6,3917307.0,2018-06-21T16:15:58.0000000Z,2018-01-19T02:29:23.0000000Z,MIXCOINS,MixCoins,https://mixcoins.com/
45,2018-06-21,2018-06-21T16:04:38.7101022Z,2017-03-14T20:04:16.0302851Z,2018-06-21T16:04:38.7101022Z,2017-03-14T20:04:16.0302851Z,2011-04-27,12,3265482.0,2018-06-21T16:04:23.0000000Z,2011-04-27T16:05:09.0000000Z,VIRWOX,BirWoX,https://www.virwox.com/
46,2018-03-10,2018-03-09T23:36:52.2702686Z,2017-01-08T23:59:43.3338614Z,2018-03-09T23:36:52.2702686Z,2017-01-08T23:59:43.3338614Z,2017-01-08,208,3204349.0,2018-03-10T02:08:08.0000000Z,2017-01-09T00:21:54.0000000Z,BTER,Bter,https://bter.com/
47,2018-06-21,2018-06-21T16:04:10.4715558Z,2017-03-14T20:05:05.6101304Z,2018-06-21T16:04:10.4715558Z,2017-03-14T20:05:05.6101304Z,2017-03-07,2,2968942.0,2018-06-21T16:03:49.0000000Z,2017-03-07T18:04:01.0000000Z,MERCADOBITCOIN,Mercado Bitcoin,https://www.mercadobitcoin.com.br/
48,2018-06-21,2018-06-21T16:14:53.4058252Z,2017-12-18T21:44:18.7514464Z,2018-06-21T16:14:53.4058252Z,2017-12-18T21:44:18.7514464Z,2017-12-17,22,2924753.0,2018-06-21T16:11:25.0000000Z,2017-12-17T09:56:31.0000000Z,COINNEST,Coinnest,https://www.coinnest.co.kr/
49,2018-06-21,2018-06-21T16:16:25.5757902Z,2018-01-24T00:21:46.8349102Z,2018-06-21T16:16:25.5757902Z,2018-01-24T00:21:46.8349102Z,2018-01-15,30,2880253.0,2018-06-21T16:15:30.0000000Z,2018-01-15T19:18:49.0000000Z,CEXIO,CEX.IO,https://cex.io/
50,2018-06-21,2018-06-21T16:14:33.8939113Z,2017-03-14T20:05:17.8425642Z,2018-06-21T16:14:33.8939113Z,2017-03-14T20:05:17.8425642Z,2011-11-09,26,2665173.0,2018-06-21T16:03:33.0000000Z,2011-11-09T14:33:28.0000000Z,THEROCKTRADING,The Rock Trading LTD.,https://www.therocktrading.com/
