,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
51,2018-04-09,2018-04-09T03:38:37.3788620Z,2017-03-14T20:03:12.2346102Z,2018-04-09T03:28:50.8927655Z,2017-03-14T20:03:12.2346102Z,2014-02-11,1005,2225943.0,2018-04-09T00:26:24.0000000Z,2014-02-11T19:40:58.0000000Z,CCEX,c-cex,https://c-cex.com
52,2018-04-09,2018-04-09T02:12:04.7840000Z,2018-01-24T00:21:42.1453690Z,2018-04-09T02:12:40.9780000Z,2018-01-24T00:21:42.1453690Z,2018-01-04,83,2140713.0,2018-04-09T02:11:16.0000000Z,2018-01-04T16:50:48.0000000Z,QRYPTOS,QRYPTOS,https://www.qryptos.com/
53,2018-04-09,2018-04-09T02:11:55.2244685Z,2017-03-14T20:05:08.1246185Z,2018-04-09T02:13:00.7965122Z,2017-03-14T20:05:08.1246185Z,2017-03-14,4,1990528.0,2018-04-09T02:10:59.0000000Z,2017-03-14T20:10:31.0000000Z,QUADRIGACX,QuadrigaCX,https://www.quadrigacx.com/
54,2018-04-09,2018-04-09T00:48:03.9602777Z,2017-12-18T21:59:40.9730956Z,2018-04-09T00:48:49.3932498Z,2017-12-18T21:44:18.7514464Z,2017-12-17,21,1961558.0,2018-04-09T00:45:45.0000000Z,2017-12-17T09:56:31.0000000Z,COINNEST,Coinnest,https://www.coinnest.co.kr/
55,2018-04-08,2018-04-08T23:18:02.8120884Z,2017-08-29T15:47:10.0528025Z,2018-04-08T23:17:59.0498180Z,2017-08-29T15:47:10.0528025Z,2011-04-05,4,1933936.0,2018-04-08T23:09:04.0000000Z,2011-04-05T18:49:48.0000000Z,BITMARKET,BitMarket,https://www.bitmarket.pl
56,2018-04-09,2018-04-09T02:02:44.3045096Z,2017-12-28T21:44:47.2651267Z,2018-04-09T02:03:44.3405299Z,2017-12-28T21:44:47.2651267Z,2017-12-28,4,1815744.0,2018-04-09T02:02:54.7020000Z,2017-12-28T14:19:44.8820000Z,LUNO,Luno,https://www.luno.com
57,2018-04-08,2018-04-08T23:47:03.7454899Z,2017-12-28T21:38:26.3015015Z,2018-04-08T23:47:16.3687732Z,2017-12-28T21:38:26.3015015Z,2017-12-25,11,1725574.0,2018-04-08T23:46:50.0000000Z,2017-12-25T10:18:54.0000000Z,BTCMARKETS,BTC Markets Pty Ltd.,https://www.btcmarkets.net/
58,2018-04-09,2018-04-09T02:20:11.5176562Z,2017-03-14T20:05:23.8488070Z,2018-04-09T01:54:47.4161358Z,2017-03-14T20:05:23.8488070Z,2017-03-14,1,1442210.0,2018-04-09T01:54:46.0000000Z,2017-03-14T20:07:49.0000000Z,VAULTORO,Vaultoro,https://www.vaultoro.com/
59,2018-04-08,2018-04-08T23:44:57.6850000Z,2018-01-24T00:21:41.0728293Z,2018-04-08T23:47:02.5972442Z,2018-01-24T00:21:41.0728293Z,2018-01-24,1,1341300.0,2018-04-08T23:46:36.0000000Z,2018-01-24T23:24:33.0000000Z,BTCBOX,BtcBox,https://www.btcbox.co.jp/
60,2018-04-09,2018-04-09T01:33:01.5573101Z,2017-03-14T20:04:17.4937751Z,2018-04-09T01:33:30.6089689Z,2017-03-14T20:04:17.4937751Z,2017-03-14,9,1269830.0,2018-04-08T23:54:24.0000000Z,2017-03-14T22:00:23.0000000Z,GATECOIN,Gatecoin,https://gatecoin.com/
61,2018-04-09,2018-04-08T23:56:42.4922871Z,2017-03-18T22:53:45.5791610Z,2018-04-08T23:58:02.5308441Z,2017-03-18T22:53:45.5791610Z,2015-06-26,25,990856.0,2018-04-09T06:55:06.0000000Z,2015-06-26T11:19:16.0000000Z,BXINTH,bx.in.th,https://bx.in.th/
62,2018-04-08,2018-04-08T23:02:27.9070000Z,2018-01-24T00:42:46.1912329Z,2018-04-08T23:05:06.5731696Z,2018-01-24T00:42:46.1912329Z,2017-06-19,50,882987.0,2018-04-08T23:01:40.5890000Z,2017-06-19T05:31:08.2600000Z,ALLCOIN,Allcoin,https://www.allcoin.com/
63,2018-04-09,2018-04-09T00:48:04.5179821Z,2017-03-14T20:04:13.3389084Z,2018-04-09T00:48:55.5948331Z,2017-03-14T20:04:13.3389084Z,2017-03-14,2,784940.0,2018-04-09T00:46:07.3960000Z,2017-03-14T20:04:43.2020000Z,COINMATE,Coin Mate,https://coinmate.io/
64,2018-04-08,2018-04-08T23:47:04.7265041Z,2017-12-24T13:03:38.2179565Z,2018-04-08T23:48:01.0751334Z,2017-12-24T13:03:38.2179565Z,2017-10-08,4,652089.0,2018-04-08T23:46:45.0000000Z,2017-10-08T01:12:04.0000000Z,BTCTURK,BTCTurk,https://www.btcturk.com/
65,2018-04-09,2018-04-09T03:40:02.8964676Z,2017-09-21T13:39:33.4870179Z,2018-04-09T03:40:35.0414426Z,2017-09-21T13:39:33.4870179Z,2017-09-16,12,643603.0,2018-04-09T03:38:36.0000000Z,2017-09-16T00:53:48.0000000Z,INDEPENDENTRESERVE,Independent Reserve,https://www.independentreserve.com/
66,2018-04-09,2018-04-09T00:48:04.5754544Z,2017-09-21T13:36:24.9479094Z,2018-04-09T00:49:01.0285984Z,2017-09-21T13:36:24.9479094Z,2017-09-19,4,539189.0,2018-04-09T00:47:13.0000000Z,2017-09-19T11:20:44.0000000Z,COINFLOOR,coinfloor,https://www.coinfloor.co.uk/
67,2018-04-09,2018-04-09T01:32:04.9974201Z,2017-08-29T15:50:33.5497414Z,2018-04-09T01:32:04.9974201Z,2017-08-29T15:50:33.5497414Z,2017-06-07,23,514962.0,2018-04-09T01:30:10.0000000Z,2017-06-07T04:46:35.0000000Z,DSX,DSX,https://dsx.uk
68,2018-04-09,2018-04-09T03:38:51.3001892Z,2017-12-28T21:34:28.8285993Z,2018-04-09T03:39:15.0065759Z,2017-12-28T21:34:28.8285993Z,2017-12-27,66,470161.0,2018-04-08T22:54:13.0000000Z,2017-12-27T12:49:47.0000000Z,ABUCOINS,Abucoins,https://abucoins.com/
69,2018-04-09,2018-04-09T02:16:15.8960000Z,2018-01-24T00:21:32.6002443Z,2018-04-09T02:16:42.3306095Z,2018-01-24T00:21:32.6002443Z,2017-11-29,144,327344.0,2018-04-09T02:15:02.0000000Z,2017-11-29T02:55:41.0000000Z,SOUTHXCHANGE,SouthXchange,https://www.southxchange.com/
70,2018-04-08,2018-04-08T23:46:35.5191066Z,2018-01-24T00:21:29.5498424Z,2018-04-08T23:46:41.4922164Z,2018-01-24T00:21:29.5498424Z,2018-01-24,17,296644.0,2018-04-08T23:43:43.0000000Z,2018-01-24T18:46:55.0000000Z,BTCTRADEUA,BTC Trade UA,https://btc-trade.com.ua/
71,2017-10-13,2017-10-13T11:04:36.2094926Z,2017-03-14T20:03:53.7061506Z,2017-10-13T11:04:34.3376757Z,2017-03-14T20:03:53.7061506Z,2016-03-27,2,204837.0,2017-10-13T10:45:09.0000000Z,2016-03-27T23:17:37.0000000Z,BTCX,bt.cx,https://bt.cx/en/
72,2018-04-09,2018-04-09T01:52:02.8500000Z,2018-01-24T00:21:49.7672137Z,2018-04-09T01:51:46.7330000Z,2018-01-24T00:21:49.7672137Z,2018-01-16,11,175927.0,2018-04-09T07:19:49.0000000Z,2018-01-16T08:05:06.0000000Z,KUNA,Kuna,https://kuna.io/
73,2018-04-08,2018-04-08T23:44:06.6040000Z,2018-01-24T00:21:43.7267644Z,2018-04-08T23:43:27.2028883Z,2018-01-24T00:21:43.7267644Z,2017-12-26,27,105257.0,2018-04-08T23:43:23.3900000Z,2017-12-26T11:45:54.9730000Z,BRAZILIEX,Braziliex,https://braziliex.com/
74,2018-04-09,2018-04-09T01:32:57.5280000Z,2018-01-24T00:21:35.8644461Z,2018-04-09T01:04:25.6390000Z,2018-01-24T00:21:35.8644461Z,2013-01-07,2,93930.0,2018-02-27T04:44:43.0000000Z,2013-01-07T06:17:04.0000000Z,FYBSG,FYB-SG,https://www.fybsg.com/
75,2018-03-09,2018-03-09T23:36:44.2694266Z,2017-03-14T20:04:56.4842821Z,2018-03-09T23:30:06.7432183Z,2017-03-14T20:04:56.4842821Z,2013-09-28,22,81930.0,2017-08-18T16:48:12.0000000Z,2013-09-28T22:40:50.0000000Z,YUNBI,YUNBI,https://yunbi.com/
76,2018-04-08,2018-04-08T23:13:59.4118024Z,2017-08-29T15:47:11.5174742Z,2018-04-08T23:05:56.3356091Z,2017-08-29T15:47:11.5174742Z,2017-08-26,2,57871.0,2018-04-08T23:04:05.0000000Z,2017-08-26T12:22:43.0000000Z,BITKONAN,BitKonan,https://bitkonan.com/
77,2018-04-09,2018-04-09T01:32:57.3715614Z,2018-01-24T00:21:52.7701638Z,2018-04-09T01:33:37.3513769Z,2018-01-24T00:21:52.7701638Z,2013-07-15,1,21655.0,2018-02-26T14:50:15.0000000Z,2013-07-15T20:40:11.0000000Z,FYBSE,FYB-SE,https://www.fybse.se/
78,2018-04-08,2018-04-08T23:46:55.6981408Z,2017-09-21T13:35:08.7798904Z,2018-04-08T23:39:58.8945138Z,2017-09-21T13:35:08.7798904Z,2017-09-20,1,18792.0,2018-04-08T22:21:55.5000000Z,2017-09-20T12:51:00.5840000Z,BTCC,BTCC,https://www.btcc.com/
79,2018-04-09,2018-04-09T00:48:05.5700000Z,2018-01-24T00:21:48.4137019Z,2018-04-09T00:48:41.6200000Z,2018-01-24T00:21:48.4137019Z,2017-09-10,14,17988.0,2018-04-08T21:00:08.0000000Z,2017-09-10T07:59:21.0000000Z,COINGI,Coingi,https://coingi.com/
80,2018-04-08,2018-04-08T23:02:26.9630000Z,2018-01-24T00:42:37.6443449Z,2018-04-08T23:04:54.1981603Z,2018-01-24T00:42:37.6443449Z,2018-01-23,29,16230.0,2018-03-30T12:56:21.0000000Z,2018-01-23T09:58:13.0000000Z,1BTCXE,1Btcxe,https://1btcxe.com/
81,2018-04-09,2018-04-09T02:05:02.1900000Z,2018-01-24T00:24:54.6812361Z,2018-04-08T23:54:03.5960000Z,2018-01-24T00:24:54.6812361Z,2017-01-14,103,12935.0,2018-04-08T11:52:41.0000000Z,2017-01-14T17:43:31.0000000Z,NOVA,Novaexchange,https://novaexchange.com/
82,2018-04-08,2018-04-08T23:14:02.6710000Z,2018-01-24T00:21:31.1076466Z,2018-04-08T23:17:57.3463392Z,2018-01-24T00:21:31.1076466Z,2017-10-12,29,12554.0,2018-04-08T19:51:21.1230000Z,2017-10-12T18:00:10.7250000Z,BITLISH,Bitlish,https://bitlish.com/
83,2018-04-09,2018-04-09T00:48:00.5380000Z,2018-01-24T00:21:45.2925018Z,2018-04-08T23:48:08.9990000Z,2018-01-24T00:21:45.2925018Z,2018-01-24,1,9861.0,2018-04-08T18:16:17.3590000Z,2018-01-24T18:15:31.9200000Z,COINSECURE,Coinsecure,https://coinsecure.in/
