,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
78,2018-03-31,2018-03-31T23:39:57.5622918Z,2017-09-21T13:35:08.7798904Z,2018-03-31T23:09:14.3130318Z,2017-09-21T13:35:08.7798904Z,2017-09-20,1,18286.0,2018-03-31T22:11:27.4480000Z,2017-09-20T12:51:00.5840000Z,BTCC,BTCC,https://www.btcc.com/
79,2018-04-01,2018-04-01T00:19:05.8660000Z,2018-01-24T00:21:48.4137019Z,2018-04-01T00:18:55.6120000Z,2018-01-24T00:21:48.4137019Z,2017-09-10,14,17461.0,2018-04-01T00:07:10.0000000Z,2017-09-10T07:59:21.0000000Z,COINGI,Coingi,https://coingi.com/
80,2018-03-31,2018-03-31T22:56:55.6920000Z,2018-01-24T00:42:37.6443449Z,2018-03-31T22:56:48.3477296Z,2018-01-24T00:42:37.6443449Z,2018-01-23,29,16230.0,2018-03-30T12:56:21.0000000Z,2018-01-23T09:58:13.0000000Z,1BTCXE,1Btcxe,https://1btcxe.com/
81,2018-04-01,2018-04-01T02:08:02.6930000Z,2018-01-24T00:24:54.6812361Z,2018-04-01T01:16:52.7240000Z,2018-01-24T00:24:54.6812361Z,2017-01-14,103,12927.0,2018-03-31T03:30:42.0000000Z,2017-01-14T17:43:31.0000000Z,NOVA,Novaexchange,https://novaexchange.com/
82,2018-03-31,2018-03-31T23:19:49.9220000Z,2018-01-24T00:21:31.1076466Z,2018-03-31T23:20:44.4898979Z,2018-01-24T00:21:31.1076466Z,2017-10-12,29,12165.0,2018-03-31T23:15:10.7430000Z,2017-10-12T18:00:10.7250000Z,BITLISH,Bitlish,https://bitlish.com/
83,2018-04-01,2018-04-01T00:18:56.2119160Z,2018-01-24T00:21:45.2925018Z,2018-04-01T00:16:46.8550000Z,2018-01-24T00:21:45.2925018Z,2018-01-24,1,8811.0,2018-03-31T18:29:22.9990000Z,2018-01-24T18:15:31.9200000Z,COINSECURE,Coinsecure,https://coinsecure.in/
84,2018-04-01,2018-04-01T04:36:46.2349624Z,2017-08-29T15:47:11.6744609Z,2018-04-01T04:36:44.2157219Z,2017-08-29T15:47:11.6744609Z,2014-03-29,37,2249.0,2018-03-15T15:25:03.0000000Z,2014-03-29T12:09:48.0000000Z,BITBAY,BitBay,https://www.bitbay.net/
85,2018-04-01,2018-04-01T02:36:01.2174071Z,2017-03-14T20:05:05.6371921Z,2018-04-01T02:33:11.5876084Z,2017-03-14T20:05:05.6371921Z,2015-09-09,1,500.0,2015-11-23T06:07:39.0000000Z,2015-09-09T03:09:55.0000000Z,VBTC,VBTC.VN,https://vbtc.vn/
86,2018-04-01,2018-04-01T02:39:48.9631514Z,2017-03-18T22:49:13.7742129Z,2018-04-01T02:39:58.0437902Z,2017-03-18T22:49:13.7742129Z,2017-03-18,50,,,,XBTCE,xBTCe,https://www.xbtce.com
87,2018-04-01,2018-04-01T00:19:05.8030000Z,2018-01-24T00:22:13.1677847Z,2018-04-01T00:18:56.5400303Z,2018-01-24T00:22:13.1677847Z,2018-01-24,497,,,,COINEXCHANGE,CoinExchange,https://www.coinexchange.io/
88,2018-03-31,2018-03-31T23:10:06.6841133Z,2018-01-24T00:42:31.5662178Z,2018-03-31T23:10:04.7684755Z,2018-01-24T00:42:31.5662178Z,2018-01-24,13,,,,ANXPRO,ANXPro,https://anxpro.com/
89,2018-04-01,2018-04-01T02:07:02.3125768Z,2018-01-24T00:21:43.8180000Z,2018-04-01T02:05:45.1094098Z,2018-01-24T00:21:43.8180000Z,2018-01-24,113,,,,LYKKE,Lykke,https://www.lykke.com/
