,price_close,price_open,price_high,price_low,time_close,time_open,trades_count,volume_traded,request_type,symbol_id,period_id,time_start,limit
0,4603.0,4431.66,4705.07,4431.65,2017-08-29T14:00:00.0000000Z,2017-08-29T13:00:00.0000000Z,1147,1596.650210544,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
1,4559.99,4603.0,4625.71,4555.93,2017-08-29T15:00:00.0000000Z,2017-08-29T14:00:00.0000000Z,1152,985.293101981,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
2,4588.5,4559.99,4611.0,4559.98,2017-08-29T16:00:00.0000000Z,2017-08-29T15:00:00.0000000Z,821,409.496986899,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
3,4555.01,4588.25,4588.25,4555.01,2017-08-29T17:00:00.0000000Z,2017-08-29T16:00:00.0000000Z,527,380.127293106,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
4,4556.65,4555.02,4556.72,4531.0,2017-08-29T18:00:00.0000000Z,2017-08-29T17:00:00.0000000Z,681,338.377828413,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
5,4568.92,4553.52,4579.99,4553.51,2017-08-29T19:00:00.0000000Z,2017-08-29T18:00:00.0000000Z,508,273.852117904,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
6,4584.36,4568.01,4584.87,4560.72,2017-08-29T20:00:00.0000000Z,2017-08-29T19:00:00.0000000Z,584,301.200908705,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
7,4586.99,4584.86,4607.7,4584.86,2017-08-29T21:00:00.0000000Z,2017-08-29T20:00:00.0000000Z,733,815.659702126,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
8,4610.98,4599.96,4626.0,4591.98,2017-08-29T22:00:00.0000000Z,2017-08-29T21:00:00.0000000Z,872,395.448595982,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
9,4589.99,4607.82,4607.82,4582.11,2017-08-29T23:00:00.0000000Z,2017-08-29T22:00:00.0000000Z,756,271.173588995,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
10,4591.38,4589.99,4603.94,4589.99,2017-08-30T00:00:00.0000000Z,2017-08-29T23:00:00.0000000Z,534,238.174173705,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
11,4595.67,4590.0,4595.68,4571.03,2017-08-30T01:00:00.0000000Z,2017-08-30T00:00:00.0000000Z,719,310.447767771,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
12,4608.62,4595.68,4625.37,4595.67,2017-08-30T02:00:00.0000000Z,2017-08-30T01:00:00.0000000Z,944,485.123190517,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
13,4600.0,4608.62,4615.32,4600.0,2017-08-30T03:00:00.0000000Z,2017-08-30T02:00:00.0000000Z,466,157.337309346,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
14,4599.17,4600.01,4603.95,4596.5,2017-08-30T04:00:00.0000000Z,2017-08-30T03:00:00.0000000Z,616,232.439578178,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
15,4609.72,4599.17,4627.0,4599.16,2017-08-30T05:00:00.0000000Z,2017-08-30T04:00:00.0000000Z,754,279.385668959,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
16,4614.78,4609.72,4614.85,4600.79,2017-08-30T06:00:00.0000000Z,2017-08-30T05:00:00.0000000Z,823,359.990273679,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
17,4615.66,4614.78,4641.43,4614.78,2017-08-30T07:00:00.0000000Z,2017-08-30T06:00:00.0000000Z,971,469.161438711,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
18,4580.0,4615.66,4615.66,4575.02,2017-08-30T08:00:00.0000000Z,2017-08-30T07:00:00.0000000Z,618,280.871995646,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
19,4582.46,4580.01,4589.13,4575.03,2017-08-30T09:00:00.0000000Z,2017-08-30T08:00:00.0000000Z,477,280.153755349,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
20,4535.0,4582.46,4582.46,4535.0,2017-08-30T10:00:00.0000000Z,2017-08-30T09:00:00.0000000Z,602,324.655970577,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
21,4522.62,4535.0,4545.48,4495.05,2017-08-30T11:00:00.0000000Z,2017-08-30T10:00:00.0000000Z,1191,741.840818212,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
22,4528.12,4522.62,4565.2,4522.61,2017-08-30T12:00:00.0000000Z,2017-08-30T11:00:00.0000000Z,494,776.308713732,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
23,4566.47,4528.12,4566.47,4528.12,2017-08-30T13:00:00.0000000Z,2017-08-30T12:00:00.0000000Z,494,298.089748954,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
24,4574.58,4566.47,4574.58,4566.47,2017-08-30T14:00:00.0000000Z,2017-08-30T13:00:00.0000000Z,307,153.250721866,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
25,4551.11,4574.58,4574.58,4548.71,2017-08-30T15:00:00.0000000Z,2017-08-30T14:00:00.0000000Z,557,396.303143405,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
26,4566.21,4551.11,4566.21,4548.72,2017-08-30T16:00:00.0000000Z,2017-08-30T15:00:00.0000000Z,436,188.986531023,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
27,4582.28,4566.21,4582.28,4566.21,2017-08-30T17:00:00.0000000Z,2017-08-30T16:00:00.0000000Z,267,143.442471055,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
28,4585.3,4582.28,4585.3,4582.27,2017-08-30T18:00:00.0000000Z,2017-08-30T17:00:00.0000000Z,361,133.355552556,ohlcv,GEMINI_SPOT_BTC_USD,1HRS,2017-08-29T10:23:14,100000
